Review,Positive,Negative,Neutral,Compound,Sentiment
Aesthetically the computer is very pretty For the most part it works well The touchscreen feature is very responsive and it works relatively fastHowever often the internet disconnects What I mean by this is that although my internet itself works fine and everything else has an internet connection the computer will claim that my internet has no connection It works if I disconnect and reconnect but having to do that multiple times a day defeats the fact that I wanted to use this for online classesAlso the computer has really loud fans It seems like it has the tendency to heat from basic functions and will turn on the fans which are just loudIf you care for camera quality this one does not have great quality So those zoom meetings are gonna look kinda fuzzy Additionally the speakers arent super loud especially if you turn it to the tablet form because then the speakers are behind you I dont use my computer camera a lot or the speakers out loud but I thought I should shareThe computer itself is fine outside of the internet issue If that wasnt an issue then I would probably like this computer more,0.096,0.063,0.842,0.5971,Positive
I looked at MANY many options  for days  I called friends  I called tech support I called relatives  I even signed up for Consumer Reports so I could get the laptop reviews  I spent hours on websites including HP Apple Microsoft and others  I finally landed on the HP Envy x360 and Amazon offered the best deal The laptop has everything I needed and some great surprises  I am very pleased with my purchase and would recommend this laptop,0.274,0.025,0.702,0.9652,Positive
The product I received had a lot of scratches on the outside  There was no number pad  The seal on the sleeve appeared to be open,0.051,0.086,0.863,-0.2263,Negative
Great laptop I would buy again Oh wait I did buy it again Love the fingertouch,0.409,0.0,0.591,0.8519,Positive
Excellent graphics convenient everything  Only 2 USB ports wish it had more  Still its excellent for what it isI hate Windows 10 but its that or LinuxI wanted the tenttouchscreen capability but find it too limiting for my use I doubt Ill use it  Still its nice to have,0.174,0.156,0.67,0.0211,Neutral
Purchased this laptop in 102020 and today 12072020 I contacted HP support and they ran testing and discovered my battery needs to be replaced I keep hearing this high pitched static noise coming out from under the keyboard My laptop is aware of when the ac adapter is plugged in but will not add any charge HP support was very helpful in assisting me send it in to be repaired but to have this issue just after 2 months idk I will update once I get the laptop back I am a little concerned of the longevity of this product Had a Mac I got back in 2013 that still works like a charm but I switched to Microsoft for school On a better note the touchscreen works very well and this computer has very fast download times Love the look and feel of this computer Who knows maybe just got a rotten egg,0.175,0.036,0.789,0.9751,Positive
Report abuse,0.0,0.808,0.192,-0.6369,Negative
Very sleek design Everything is very responsive and both the picture quality and brightness are excellent The fan is effective but its quite loud while running,0.317,0.0,0.683,0.7748,Positive
I love everything about this laptop it  touch screen and i no longer have to remember my login password because it has finger scanner,0.159,0.083,0.758,0.4588,Positive
It arrived in good condition and on time Setting up was easy voiceassisted I am not sure about the battery life yet because I havent had it long enough,0.183,0.062,0.756,0.5911,Positive
I have zero complaints on this laptop I saved about 700 purchasing this through Amazon vs buying it at best buy This helps me with all my business needs Great quality and great features,0.413,0.057,0.53,0.9501,Positive
I have bought the laptop last year and i decided to write now a review because i am very satisficed with price i bought the feature the laptop have and so far so goodRecommended this product and the communication with seller,0.0,0.0,1.0,0.0,Neutral
Translate review to English,0.0,0.0,1.0,0.0,Neutral
I ordered this computer for grad school and so far I really like it The battery life is great and Ive enjoyed the 2 in 1 features I did have to reorder a second time because the first computer did not have functioning speakers The second one arrived and worked perfectly and I received a full refund for the first one,0.23,0.0,0.77,0.9399,Positive
I like the touch screen,0.455,0.0,0.545,0.3612,Positive
I have only had this computer a couple months and I have to say I am sorely disappointed Purchased 924 and it is now 1119 My fan has been kicking on and the computer gets HOT especially in the top left corner of the keyboard  I have also had programs crash more than I would expect of a brand new laptop I love the computer just wish this wasnt happening Now I fear I have to contact HP and hope for the best on a warranty returnFeature wise I just wish it had 3 USB portsOnly does returns for 30 days,0.244,0.053,0.703,0.9638,Positive
Good performance,0.744,0.0,0.256,0.4404,Positive
I got more than what i paid for I paid for 16gb optane memory but got 32gb The package also arrived a few days before time Thank you barley8,0.119,0.0,0.881,0.5023,Positive
Great laptop very fast nice bright touchscreen display  Im not a gamer and dont do any video editing but wanted a laptop that is powerful enough to easily last 5 years  Works great for office apps web surfing watching videos playing music simple picture editing  it is probably overkill for my needs,0.337,0.0,0.663,0.9653,Positive
Great upload time probably best I have ever seen Great at multi app and browser functionality very fast Thought the camera could be a bit better considering the price but all in all great purchase,0.353,0.0,0.647,0.936,Positive
Ive had to give this computer to HP twice now within the first year of owning it Both times the screen just goes black and the computer wont turn on Had to replace the motherboard,0.0,0.0,1.0,0.0,Neutral
Great laptop Runs very fast  After rigorous research to find a fast reliable laptop Im 100 satisfied with this purchase,0.273,0.094,0.633,0.6743,Positive
I am excited about getting my new computer So far it works beautifully,0.379,0.0,0.621,0.7269,Positive
Pretty fast and cute laptop Serving good for my PLC programming and subsea controls systems applications its really worth the cost,0.399,0.0,0.601,0.8832,Positive
Love the touch screen responsiveness and battery life is great,0.509,0.0,0.491,0.8519,Positive
Love this laptop  Using it for school and web surfing  Fast great color sleek and beautiful computer overall,0.449,0.0,0.551,0.9217,Positive
Report abuse,0.0,0.808,0.192,-0.6369,Negative
Purchased for son he says it works great,0.369,0.0,0.631,0.6249,Positive
I am delighted with the size of the laptop  However the computer seems to have a lag time and I often need to wait for it to catch up with me when I am working  We have high speed internet so that is not the problem  My husband is an IT administrator and we cannot determine why this is happening,0.091,0.039,0.869,0.4867,Positive
Pretty fast Easy to work with since  its a touchscreen ,0.466,0.0,0.534,0.7269,Positive
Very easy to set up and use,0.347,0.0,0.653,0.4927,Positive
After about a year the touch screen stopped working so it couldnt be used as a tablet when needed,0.0,0.106,0.894,-0.2263,Negative
Little heavy,0.0,0.0,1.0,0.0,Neutral
Love it,0.808,0.0,0.192,0.6369,Positive
I liked it so much,0.483,0.0,0.517,0.4215,Positive
Absolutely fantastic,0.796,0.0,0.204,0.5984,Positive
Its been a great computer for my child It does everything she needs,0.272,0.0,0.728,0.6249,Positive
Excellent product,0.787,0.0,0.213,0.5719,Positive
touchscreen is awesome  super fast startup  great overall,0.708,0.0,0.292,0.9201,Positive
Best Laptop Ive purchased Fast solid quality nothing to complain,0.531,0.0,0.469,0.7851,Positive
It is exactly what I ordered and works really well and fast,0.193,0.0,0.807,0.3384,Positive
The only concern i have is battery life Fully charged battery dropped to 1 in 5 hours I was just using microsoft office and email,0.0,0.095,0.905,-0.2716,Negative
After  use of two weeks the first laptop would not turn on and today the second laptop will not turn on Really Seems really fishy that both laptops cant make it a year Best advice dont buy these from this seller,0.097,0.0,0.903,0.6369,Positive
The keyboard on the HP  Envy x360 2in1 156 TouchScreen Laptop  Intel Core i7  12GB Memory  512GB SSD  32GB was significantly bowed up on the left side of the laptop Im sure that was an indicator of a much bigger problem with the laptop so that is way I returned it,0.043,0.09,0.866,-0.3612,Negative
First of all none of the docking stations I bought worked with this computer and the computer wont turn on after a month or so  Does Amazon sell computers that were returned  I purchased two laptops from Amazon and each of them broke within less than a month or so,0.08,0.056,0.864,0.0404,Neutral
Its horrible and Amazon has not given me the opportunity to return it,0.25,0.194,0.556,0.0,Neutral
The laptop is okay But because of a bad update combined with HP automatically enabling bitlocker all of my files have been lost,0.052,0.274,0.675,-0.8047,Negative
Laptop would not connect to WiFi Spent 40 minutes with HP technical support Nothing worked HP technical support told to use their advance tech support at additional cost to me I return the laptop,0.213,0.0,0.787,0.7964,Positive
The laptop was amazing to look at however the keyboard didnt work straight out of the packaging,0.186,0.081,0.733,0.4826,Positive
This computer is incredibly slow  Much slower than the eightyearold desktop it replaced  I am very disappointed with this laptop,0.0,0.159,0.841,-0.5256,Negative
Very expensive,0.0,0.0,1.0,0.0,Neutral
I bought this laptop HP  Envy x360 2in1 156 TouchScreen Laptop  Intel Core i7  12GB Memory  512GB SSD  32GB Op in July 2020 It immediately had a problem as it was hot with a very loud squeally fan I called HP and called HP and called HP finally when I actually got a human and not their idiotic virtual assistant his only solution was to have me send the laptop back to their service dept They quoted about 3 weeks turn around with repair shipping etc I told them this was unacceptable as I use this as my work computer and could not be with out this essential tool for my business as a self employed real estate broker My old computer died and this is all had Again after many calls I finally got to what they called an escalation manager He claimed he called me in an email to me but I had no call record of a missed call or a voice message I emailed him back to call me but he never called me Time is moving on as this is almost the end of august and I got many hours of phone calls I finally get a hold of him and told him I need another laptop immediately He said their policy is I have to send in the old one first I offer to pay for a new one and they can reimburse once they get my broken one but they will not do that I  ask for a loaner and they will not do that Finally he offers to order a new fan and heat sink as he thinks that is the problem and he schedules a technician to install the parts at my house I agree to that  But tell him that seems like a very expensive solution they may not solve the problem but that is all he will do A box from HP comes in mid October almost 2 months after ordering and a technician comes out to install it a few days after I receive it he opens the box and discovers that only the fan was received he installs that but the problem is still there He calls in and orders the heat sink which I should have received before he arrived He leaves computer not fixed Two weeks later I get and email that the part is delayed and will not get to me until 12112020 I actually get the part on 12192020 HP is supposed to call me to set up a time to install that I never get a call and email the escalation manager He does not get back to me Yesterday 01142021 I call HP get another support agent and have to go through the whole case history Mind you I now have 4 separate case numbers and two case service numbers This agent can not help me and he gets another escalation manager on the line The manager says the same exact thing that i have to send in my computer for repair again I explain I can not do that as stated above I also told him that I am now having another problem battery life is horrible I told him I need another computer asap he also can not do that and says he will pass this up the line to anther dept He schedules a call today at 01152021 11AM with the new dept No call is received I call the customer service number again wait 45  minutes for some one to actually answered and hear their message repeated every few minutes When he does answer and we go through the whole story again he  tells me another escalation manager has been assigned and he will email me in 48 hoursSo it has been about 7 months since I bought this piece of garbage and still no customer service no resolution I am so frustrated and upset with HP as I had a lot of HP products in the past and they were great and there customer service was also well know for excellence Not anymore Now all their calls go to India and they can not even resolve a very easy problem to fix and put me in this situation Based on  customer service alone I will not buy another HP product I guess the only thing I can say is that I do like the tough screen and the speed of the Corei7 processor but I could have got that with another brand My previous laptop was a Lenovo Yoga and that was a great reliable laptop never made a noise worked great until windows 10 killed it with all their crazy updates and other issues that basically made it inoperableIf you do buy one of their products I do hope your experience is much better then mine,0.079,0.098,0.823,-0.9056,Negative
I bought the HP Envy and after the warranty period ended the hinge failed  They have designed a flawed product  The glass screen is too much for the plastic hinge they have installed to handle and all sorts of folks found their hinges breaking everywhere from months to years down the road depending on how much they opened and closed the lidI used my laptop almost exclusively at my desk  I wasnt opening and closing it much which is probably why mine failed about 2 years in  The warranty is only for one yearUpon researching the problem I discovered the flaw was HPs faulty design putting too much weight onto a flimsy plastic hinge  It is all over the HP discussion boards  What is also all over the boards are people like me who began the long and unfruitful process of trying to get HP to stand behind their product  I was given the run around for many weeks and finally gave up when it became evident they had been instructed to not help people with this problem  They knew what they had done but with money in mind decided quite purposefully to not stand behind their product and fix it  I was accused of dropping my laptop and having other issues wrong which I was trying to get fixed under the guise of complaining about a faulty hinge  2 years later I sit at the very same laptop still using it because I couldnt afford to fix or replace it 2 years ago trying to warn people about HP and HP envy in particular  Nothing was wrong with my computer except the hinge broke because of their design having too heavy a screen for the hinge to support  For two years I have rarely closed my lid  I close it with great care the 3 or so times I have needed to do so  Other than this I just use it at my desk  I never dropped or otherwise abused the laptop  I really like it except for the fact I cant take it anywhere or close the lid to protect it from dustI have just bought a new laptop  I havent booted it up yet but will in a few days  I bought an ASUS one of Samsungs new latopsI will never purchase HP againBEWARE  HP WILL NOT STAND BEHIND THEIR PRODUCTS AND WILL NOT TAKE RESPONSIBILITY FOR THIS DESIGN FLAW WHICH CAUSED THE FAILURE OF MANY MANY MANY HINGES ON THESE AND OTHER HP LAPTOPSNot good  There are too many great competitors to treat your customers like this,0.083,0.102,0.816,-0.4269,Negative
The computer is fine as with HP stuff Ive been buying since the 70s  Memory is quick but small for my needsThe problem as of November is that static which is to weak for my fingers to feel is still enough to shut the thing down  I now have it wrapped in aluminum foilI have read that since 2015 the solution is to send it back to HP for an internal insulation fix  No thanks my next computer will be some other brand,0.087,0.108,0.805,-0.4588,Negative
I didnt expect it to be as fast as it is From shutdown it is ready to go faster than my old dell inspiron 15 with intel I3 and 16GB of ram Very happy and would recommend Is just a little heavy due to the metal casing but that is a plus as well,0.155,0.0,0.845,0.7681,Positive
i am looking for a charger to replace it would any 65w charger do,0.0,0.0,1.0,0.0,Neutral
I should have believed all the reviews I read about this laptops cooling fan making a horrible noise  The loud pitch the fan makes is unbearable and frankly a total rip off for the money you are going to dish out  HP should have fixed this issue when the problems first surfaced  Now I am stuck with an expensive noisy laptop  DO NOT BUY THIS LAPTOP  You will regret it,0.061,0.169,0.77,-0.7964,Negative
An impressive machine until its not Ive tried a dozen ways to get it working again Hardware supposedly checks out Wont be fixed wont repair install wont Reset All I have left is a clean install Hopefully that will workProbably Microsofts fault but the manufactures should demand more from Redmond Linux is the better way to go if you dont need proprietary programs,0.144,0.053,0.802,0.7269,Positive
I am using it to write this review right now It came about an hour ago on the earliest shipping date and Ive been using it for school for about 30 minutes It comes almost dead so youre gonna wanna plug it in before starting to set it up,0.0,0.079,0.921,-0.6133,Negative
Product looks nice and its fast,0.359,0.0,0.641,0.4215,Positive
tablescraperselectedrow	tablescraperselectedrow	tablescraperselectedrow	tablescraperselectedrow	tablescraperselectedrow	tablescraperselectedrow	tablescraperselectedrow	tablescraperselectedrow	tablescraperselectedrow	tablescraperselectedrow	tablescraperselectedrow	tablescraperselectedrow	tablescraperselectedrow	tablescraperselectedrow	tablescraperselectedrow	tablescraperselectedrow	tablescraperselectedrow,0.0,0.0,1.0,0.0,Neutral
Last year we got our hands on the AMD version of the Envy x360 15 It happened to have one of the best displays when it comes to colorrelated work Undoubtedly this has set expectations for the laptop were going to test today  the Envy x360 15 15es1000	Last year we got our hands on the AMD version of the Envy x360 15 It happened to have one of the best displays when it comes to colorrelated work Undoubtedly this has set expectations for the laptop were going to test today  the Envy x360 15 15es1000	Last year we got our hands on the AMD version of the Envy x360 15 It happened to have one of the best displays when it comes to colorrelated work Undoubtedly this has set expectations for the laptop were going to test today  the Envy x360 15 15es1000	Last year we got our hands on the AMD version of the Envy x360 15 It happened to have one of the best displays when it comes to colorrelated work Undoubtedly this has set expectations for the laptop were going to test today  the Envy x360 15 15es1000	Last year we got our hands on the AMD version of the Envy x360 15 It happened to have one of the best displays when it comes to colorrelated work Undoubtedly this has set expectations for the laptop were going to test today  the Envy x360 15 15es1000	Last year we got our hands on the AMD version of the Envy x360 15 It happened to have one of the best displays when it comes to colorrelated work Undoubtedly this has set expectations for the laptop were going to test today  the Envy x360 15 15es1000	Last year we got our hands on the AMD version of the Envy x360 15 It happened to have one of the best displays when it comes to colorrelated work Undoubtedly this has set expectations for the laptop were going to test today  the Envy x360 15 15es1000	Last year we got our hands on the AMD version of the Envy x360 15 It happened to have one of the best displays when it comes to colorrelated work Undoubtedly this has set expectations for the laptop were going to test today  the Envy x360 15 15es1000	Last year we got our hands on the AMD version of the Envy x360 15 It happened to have one of the best displays when it comes to colorrelated work Undoubtedly this has set expectations for the laptop were going to test today  the Envy x360 15 15es1000	Last year we got our hands on the AMD version of the Envy x360 15 It happened to have one of the best displays when it comes to colorrelated work Undoubtedly this has set expectations for the laptop were going to test today  the Envy x360 15 15es1000	Last year we got our hands on the AMD version of the Envy x360 15 It happened to have one of the best displays when it comes to colorrelated work Undoubtedly this has set expectations for the laptop were going to test today  the Envy x360 15 15es1000	Last year we got our hands on the AMD version of the Envy x360 15 It happened to have one of the best displays when it comes to colorrelated work Undoubtedly this has set expectations for the laptop were going to test today  the Envy x360 15 15es1000	Last year we got our hands on the AMD version of the Envy x360 15 It happened to have one of the best displays when it comes to colorrelated work Undoubtedly this has set expectations for the laptop were going to test today  the Envy x360 15 15es1000	Last year we got our hands on the AMD version of the Envy x360 15 It happened to have one of the best displays when it comes to colorrelated work Undoubtedly this has set expectations for the laptop were going to test today  the Envy x360 15 15es1000	Last year we got our hands on the AMD version of the Envy x360 15 It happened to have one of the best displays when it comes to colorrelated work Undoubtedly this has set expectations for the laptop were going to test today  the Envy x360 15 15es1000	Last year we got our hands on the AMD version of the Envy x360 15 It happened to have one of the best displays when it comes to colorrelated work Undoubtedly this has set expectations for the laptop were going to test today  the Envy x360 15 15es1000	Last year we got our hands on the AMD version of the Envy x360 15 It happened to have one of the best displays when it comes to colorrelated work Undoubtedly this has set expectations for the laptop were going to test today  the Envy x360 15 15es1000,0.079,0.079,0.843,0.975,Positive
With that said the obvious customers that might be interested in this machine are content creators artists and designers especially given the ability of the device to work with styluses Quite unfortunately ours didnt come with one inside the box On the other hand the hardware here speaks for HPs intents  up to the new Core i71195G7 and an optional dedicated GeForce MX450 GPU	With that said the obvious customers that might be interested in this machine are content creators artists and designers especially given the ability of the device to work with styluses Quite unfortunately ours didnt come with one inside the box On the other hand the hardware here speaks for HPs intents  up to the new Core i71195G7 and an optional dedicated GeForce MX450 GPU	With that said the obvious customers that might be interested in this machine are content creators artists and designers especially given the ability of the device to work with styluses Quite unfortunately ours didnt come with one inside the box On the other hand the hardware here speaks for HPs intents  up to the new Core i71195G7 and an optional dedicated GeForce MX450 GPU	With that said the obvious customers that might be interested in this machine are content creators artists and designers especially given the ability of the device to work with styluses Quite unfortunately ours didnt come with one inside the box On the other hand the hardware here speaks for HPs intents  up to the new Core i71195G7 and an optional dedicated GeForce MX450 GPU	With that said the obvious customers that might be interested in this machine are content creators artists and designers especially given the ability of the device to work with styluses Quite unfortunately ours didnt come with one inside the box On the other hand the hardware here speaks for HPs intents  up to the new Core i71195G7 and an optional dedicated GeForce MX450 GPU	With that said the obvious customers that might be interested in this machine are content creators artists and designers especially given the ability of the device to work with styluses Quite unfortunately ours didnt come with one inside the box On the other hand the hardware here speaks for HPs intents  up to the new Core i71195G7 and an optional dedicated GeForce MX450 GPU	With that said the obvious customers that might be interested in this machine are content creators artists and designers especially given the ability of the device to work with styluses Quite unfortunately ours didnt come with one inside the box On the other hand the hardware here speaks for HPs intents  up to the new Core i71195G7 and an optional dedicated GeForce MX450 GPU	With that said the obvious customers that might be interested in this machine are content creators artists and designers especially given the ability of the device to work with styluses Quite unfortunately ours didnt come with one inside the box On the other hand the hardware here speaks for HPs intents  up to the new Core i71195G7 and an optional dedicated GeForce MX450 GPU	With that said the obvious customers that might be interested in this machine are content creators artists and designers especially given the ability of the device to work with styluses Quite unfortunately ours didnt come with one inside the box On the other hand the hardware here speaks for HPs intents  up to the new Core i71195G7 and an optional dedicated GeForce MX450 GPU	With that said the obvious customers that might be interested in this machine are content creators artists and designers especially given the ability of the device to work with styluses Quite unfortunately ours didnt come with one inside the box On the other hand the hardware here speaks for HPs intents  up to the new Core i71195G7 and an optional dedicated GeForce MX450 GPU	With that said the obvious customers that might be interested in this machine are content creators artists and designers especially given the ability of the device to work with styluses Quite unfortunately ours didnt come with one inside the box On the other hand the hardware here speaks for HPs intents  up to the new Core i71195G7 and an optional dedicated GeForce MX450 GPU	With that said the obvious customers that might be interested in this machine are content creators artists and designers especially given the ability of the device to work with styluses Quite unfortunately ours didnt come with one inside the box On the other hand the hardware here speaks for HPs intents  up to the new Core i71195G7 and an optional dedicated GeForce MX450 GPU	With that said the obvious customers that might be interested in this machine are content creators artists and designers especially given the ability of the device to work with styluses Quite unfortunately ours didnt come with one inside the box On the other hand the hardware here speaks for HPs intents  up to the new Core i71195G7 and an optional dedicated GeForce MX450 GPU	With that said the obvious customers that might be interested in this machine are content creators artists and designers especially given the ability of the device to work with styluses Quite unfortunately ours didnt come with one inside the box On the other hand the hardware here speaks for HPs intents  up to the new Core i71195G7 and an optional dedicated GeForce MX450 GPU	With that said the obvious customers that might be interested in this machine are content creators artists and designers especially given the ability of the device to work with styluses Quite unfortunately ours didnt come with one inside the box On the other hand the hardware here speaks for HPs intents  up to the new Core i71195G7 and an optional dedicated GeForce MX450 GPU	With that said the obvious customers that might be interested in this machine are content creators artists and designers especially given the ability of the device to work with styluses Quite unfortunately ours didnt come with one inside the box On the other hand the hardware here speaks for HPs intents  up to the new Core i71195G7 and an optional dedicated GeForce MX450 GPU	With that said the obvious customers that might be interested in this machine are content creators artists and designers especially given the ability of the device to work with styluses Quite unfortunately ours didnt come with one inside the box On the other hand the hardware here speaks for HPs intents  up to the new Core i71195G7 and an optional dedicated GeForce MX450 GPU,0.157,0.037,0.806,0.9992,Positive
