Review,Positive,Negative,Neutral,Compound,Sentiment
Use all over face as a baseUse various powders and blushNever disappoints,0.0,0.206,0.794,-0.3818,Negative
This is my goto concealer because its very cheap and overall okay It gets the job done and covers up well The first time I bought it Im not sure why but it would always be burning my face and I still could never figure out why It would be stinging and hurting me a lot I ordered this again recently and it doesnt burn or sting my face anymore Maybe the first product I got was expired or just had the wrong chemicals Not sure why But buyers should be careful I think overall it blends nicely in and covers up my dark circles well but it can make my under eyes look grey which might be because of how dull certain areas of my face just are The concealer itself I wish it had more product but I rarely ever wear makeup so it lasted for like two years or so Its small and carryable The color goes well with my face and it makes me look younger and less tired It really brightens my look up,0.142,0.092,0.766,0.7848,Positive
Love this product It covers everything it needs to,0.344,0.0,0.656,0.6369,Positive
This concealer dries in to your skin and doesnt leave an oily residue This means your mascara wont smear the first time you blink I use it on top of my foundation and love the way it blends Although I wish the cover up lasted a little longer I am a huge fan,0.284,0.0,0.716,0.9231,Positive
Used it couple times seems a bit cakey,0.0,0.0,1.0,0.0,Neutral
it was so good it very moisturizing to the skin,0.294,0.0,0.706,0.5777,Positive
Cover great,0.804,0.0,0.196,0.6249,Positive
Put some on the right and a little goes a long way it is super cheap and stays on all day especially with its my fit me translucent powder ,0.204,0.0,0.796,0.7506,Positive
Not terrible small tube But its more pink than I expected Works to cover dark circles to an extent,0.095,0.0,0.905,0.1967,Positive
Goes on smoothly and matchs some what but it works not to shabby,0.0,0.0,1.0,0.0,Neutral
I used to purchase Nars concealer in shade Chantilly until I discovered this Maybelline dupe I have a very sensitive and acne prone skin but I checked all the ingredients on multiple websites prior to buying it and they are all clean It is a noncomedogenic light and moisturizing concealer with sheer coverage Its honestly amazing for the price and I love it Looks very natural on the skin,0.278,0.022,0.7,0.9735,Positive
Nice but it does not look smooth on skin,0.192,0.0,0.808,0.2263,Positive
Covers problem areas well but the formula is a bit tacky and doesnt seem to blend well,0.22,0.097,0.682,0.3291,Positive
Its good enough for the price point,0.326,0.0,0.674,0.4404,Positive
I dont review often but this came earlier than expected I also received an extra one Thank you so much I am so surprised at how much the color perfectly matched my skin I bought the Honey shade ,0.284,0.0,0.716,0.923,Positive
The color I got was a little too dark for me I like a white undereye concealer But it works great and looks very natural Definitely needs a setting powder to avoid creasing but overall works great and covers blemishes as well,0.416,0.05,0.534,0.9704,Positive
This concealer is very nice Its lightweight medium coverage and lasts well However Im not entirely convinced that its authentic The silkscreening on the 2 I purchased was not exactly the same and the weight of the plastic used is susI dont actually mind considering cost and for the fact that its overall a nice product Just something to keep in mind,0.126,0.038,0.836,0.7014,Positive
this concealer is really good and cheap only bad thing is its very little product but other than that i like this concealer a lot and i recommended,0.245,0.073,0.682,0.6482,Positive
I love this product I use it everyday its good,0.542,0.0,0.458,0.7964,Positive
I love this concealer It matches my complexion its conceals perfectly and it blends well It just doesnt last that long If I put it on in the morning about 9am it wears off by lunchtime About 12pm,0.241,0.0,0.759,0.8885,Positive
I like this as a back up only to nyx,0.263,0.0,0.737,0.3612,Positive
Its for people who arent trying to cover much so youd probably have to apply a lot more if youre trying to cover dark circles Also consider the fact that the tube is small But the color is great and with some setting powder youll be okay Lol,0.21,0.0,0.79,0.9136,Positive
I have oily combo skin My dark circles arent bad but they are discolored since I dont get as much sleep as I need This concealer works great on top of a silicone based primer I use Supergoop Unseen Sunscreen as a primersunscreen I made the mistake of applying this concealer on top of my skin without primer  it was not compatible with my skin type it started dragging and not blending well  sinking into my fine lines So if you have similar skin type as I do use a primer I just put a dot or two under my eyes  blend with a concealer brush  its great,0.175,0.047,0.778,0.9383,Positive
nice if your not looking for high coverage,0.286,0.0,0.714,0.4215,Positive
its very cool and is nice,0.574,0.0,0.426,0.659,Positive
I got this to brighten up under my eyes but found I could also dab a little on two imperfections on one of my cheeks and temple  Age spots I guess I dont apply all over the face foundation unless I am going out in the evening but when I did the imperfections were covered even better by using this under it Its light and creamy and easy to spread and blend  No flaking Does not dry out the skin I have dry skin This is perfect for a gentle concealer when you dont want to apply foundation and even better if you use it under your foundation,0.191,0.035,0.774,0.9651,Positive
Most likely will not use as much,0.0,0.0,1.0,0.0,Neutral
Great coverage I havent worn it outside for a full day yet but Im excited to see how long it lasts It goes on softly and I only need a little for great enough coverage for my dark under eyes I like this a lot more than what I was using previously,0.28,0.0,0.72,0.939,Positive
I loved the fit me foundation so I wanted to try this and omg Its perfect Really light and easy to blend Soft and there was 2 that came in Definitely worth it,0.427,0.0,0.573,0.9506,Positive
super good really like,0.906,0.0,0.094,0.8622,Positive
Great concealer Works well,0.756,0.0,0.244,0.7351,Positive
Gives great coverage,0.672,0.0,0.328,0.6249,Positive
I wasnt married to any specific brand for anything specific so tried BoxyCharm subscription box to try new things I love their service and their makeup was good but even after trying so many expensive brands I wasnt sold on a concealerAfter doing too much research I quit and ordered a cheap one from Amazon until I made up my mind on which to order Welp my journey stops here For the price there isnt a ton of liquid in container so order many or save to order more later This stuff is amazing It looks completely natural and blends my dark spots better than anything Def order,0.201,0.016,0.783,0.971,Positive
A friend recommended me this product as a drug store brand with high end results Im so glad I tried it Its such an affordable price and covers my blemishes so easily,0.324,0.0,0.676,0.8997,Positive
good for beginners  ,0.592,0.0,0.408,0.4404,Positive
The concealer itself is fine However it lasted me less than a month Theres practically no product At least it was cheap,0.078,0.096,0.826,-0.1027,Negative
Ive bought the same item before a few months ago and if I remember correctly it did have a seal and wasnt opened This one was and makes me feel hesitant to use on my skinface,0.0,0.059,0.941,-0.25,Negative
i would say this a light to medium coverage but its light and it doesnt crease under my eyes,0.0,0.0,1.0,0.0,Neutral
Been using this along with the fit me pressed powder for about 5 years now and they are my absolute favorite Also arrived super quick and in good packaging,0.339,0.0,0.661,0.9062,Positive
Its difficult to but makeup online without knowing how the color actually looks Its inexpensive so its with the risk I bought one that was too dark based upon the recommended number paired with my concealer So I bought another one and it was too light It was my fault because the shade I needed wouldnt be delivered in time Either way I still use them They work great and get the job done,0.114,0.098,0.788,0.3291,Positive
I use it everyday,0.0,0.0,1.0,0.0,Neutral
I bought this because I wanted something to cover undereye circles that also had SPF I used to use Neutrogenas formula that was specifically made for this issue and it worked great but something is off about their colors is off now This product didnt cover much of anything and stung my eyes to boot Not impressed,0.044,0.058,0.898,-0.1977,Negative
Great product with good coverage but not too heavy I wouldnt say it is very sheer or moisturizing but it works great to cover problem areas or dark spots and as a highlighter,0.249,0.087,0.663,0.765,Positive
Decent concealer I do have to use two layers of it but its fine enough,0.145,0.0,0.855,0.296,Positive
Many more colors are actually available from the manufacturer than you can order here No color chart Had to buy 3 and mix them to get a good color Stays on well though Worth the 3,0.181,0.058,0.761,0.5719,Positive
I was never one to need to wear makeup but now that im older there are just a few pigmentation spots that could be balanced out making it blend into my natural skin color and boy is this the answer I also wear glasses and have the annoying marks on the bridge of my nose so when i switch to my contacts i like to conceal those darker marks too I am very pleased with my purchase,0.133,0.044,0.824,0.8042,Positive
Great price Cheaper than in stores,0.451,0.0,0.549,0.6249,Positive
Use this daily to hide my dark circles,0.0,0.195,0.805,-0.1779,Negative
I put it on and forget about having anything on my face  Great product,0.241,0.112,0.647,0.4939,Positive
Ive used this many times before I dont know if they changed the consistency but it burned my under eyes,0.0,0.0,1.0,0.0,Neutral
This is a very nice match in the Fit me line It is very creamy and smooth I was very pleased with my purchase if this and will deff be buying this again in the future If you buy the same number as the foundation it matches perfectly And if you go a slight shade lighter it is beautiful for a enhancer for the eye areaI have been using the Maybelline brand for at least the past 89 years and I dont plan on switching Fingers crossed that they dont make and changes on their end But the Fit me matte it perfect if your face is a bit on the oily side And I have an issue with that by the end of the day And this foundation is excellent at controlling that If you use a really good moisturizer to set your face off and allow it to dry to tacky and then add a very good primer on top of that And let that set to bake a bit As you hunt for something to wear And then apply your foundation And then whatever eyeshadows mascaras liners brows etc  you are going to wear And then use a good primer to set all of it You will be good for the day Sure you could use whatever foundation and set it with a primer But it all plays hand in hand If one is bad then it knocks it all out of whack You have to use a good base and set it right And this foundation gives you a very good base,0.229,0.016,0.755,0.9963,Positive
It did well,0.512,0.0,0.488,0.2732,Positive
As described  Works well under eyes to brighten those dark bags,0.357,0.0,0.643,0.6124,Positive
I ordered one and I received two like an amazing deal Bess under eye cover up I have purchased,0.31,0.0,0.69,0.743,Positive
This is my everyday use to go choice I love this product so much Good price and coverage Cant complain,0.372,0.0,0.628,0.8587,Positive
BUY THIS As a 36 year old mom of two I am always tired af and trying to hide itTHIS IS IT Just as good as the 20 I was spending in SephoraUlta but a fraction of the cost and shipped to my house,0.046,0.078,0.876,-0.09,Negative
Translated from Spanish by Amazon,0.298,0.0,0.702,0.1779,Positive
The coverage for this concealer is AMAZING I was blown away at how well it covered my hereditary dark circles I love makeup but for a quick day to day I just stick with concealer to brighten up my under eye I usually buy more expensive brands for good coverage but Im allergic to the fragrance in them and I kept hearing great things about the FitMe concealer I really cant say enough about how impressed I was with it and its a fraction of the price And the best part is that my eyes dont get itchy at the end of the day because there is no fragrance The only reason Im giving it 4 stars is because of how hard it is to color match for me I am fairly pale but I have yellow undertones so I ordered 15 Light because the others look too pink but its a little too dark to wear as concealer Would be a great overall color but it wont brighten under my eyes as much and so it just doesnt work Luckily they offered me a refund I will go into a store and ask for a recommendation before I buy another color but definitely plan to buy FitMe concealer again if I can color match it well,0.213,0.045,0.742,0.992,Positive
Translated from Spanish by Amazon,0.298,0.0,0.702,0.1779,Positive
This is absolutely perfect I really wasnt expecting it to be so great since its not that expensive and I tried the Fit Me foundation and hated itBut this concealer has really great coverage and feels so light It hasnt made me break out at all and doesnt settle into pores or fine lines though you can easily use a primer with it if you want for more assurance I use this for blemishes redness and dark circlesLet me tell you something about my dark circles for a second Theyre absolutely terrible and no amount of makeup has ever been able to make them go away or be reduced by much I fell deeply in love with this concealer because the lighter tones dont tend to have worsesheerer coverage which is a trend I notice with other concealers It stays opaque and all you have to do is lightly pat it around the horrible graypurpleohgodwhyme colored area with your ring fingers It doesnt look unnaturally heavy and it stays really well especially if set with some kind of powderThe only very tiny problem with it is that the tube makes the concealer look very slightly darker than it really is but its really not a huge deal or something you can avoid with any brand I would say its quite true to colorThe packaging is kind of neat I think Its very minimalist and chic and you can very easily travel with it since the lid is actually quite tight and the tube is pretty durable Dont let its thin design fool you theres quite a lot of product in this not to mention the great pigmentation means you dont have to use so much in the first placeIm so excited over this that I wish I could give it more than five stars Maybelline as many problems as weve had over the years you have made the only drugstore concealer that is any good for all purposes and is definitely worth the money I think Ill have to buy enough backups to last for the next few decades Talk about a hidden gem,0.161,0.069,0.77,0.9886,Positive
I ordered a 10 fair and it looked paler but besides that it was great,0.399,0.0,0.601,0.8074,Positive
Not as full coverage as one would expect with a concealer however you get what you pay for,0.0,0.08,0.92,-0.1027,Negative
Works great easy to apply lasts throughout the day and it feels good on,0.474,0.0,0.526,0.872,Positive
I really like this concealer I use it beneath my eyes and to brighten up my veiny purple lids Its hard to find concealers pale enough to match my complexion and usually theyre too yellow so Im very pleased with this shade  A little bit goes a long way I dab a few dots where I need it and then blend with a makeup sponge,0.144,0.022,0.834,0.8294,Positive
This concealer is amazing and I like it even better then high end ones and this is a fraction of the price,0.351,0.0,0.649,0.8481,Positive
One person found this helpful,0.448,0.0,0.552,0.5023,Positive
I bought this dreaming of getting expensive department store results at a bargain price and you know what This product accomplished that Its nice and opaque conceals and brightens the shadows under my eyes while not being heavy cakey or chalky Its nice and creamy moisterizing feels light on my skin and a little goes a long way Love this product Ive finally found the perfect concealer,0.27,0.0,0.73,0.9623,Positive
For years my HG concealer has been Laura Merciers Secret Concealer But I wanted something for days when I wear just very light makeup and turned to this after hearing lots of positive reviews on the Internet and also the Nars Creamy Concealer which many people say the Maybelline is a dupe forAfter having used this and the Nars a few times I have to say that the Nars provides better coverage and blends a little better However for the price the Maybelline concealer really is a star Its got a lovely texture not too thick not too liquidy and does blend well with either your fingers or a Beauty Blender though it doesnt disappear completely into the skin Still it looks pretty flawless and works very well on light makeup days I have very dark circles so this doesnt cover them up completely but then again no concealer does unless I use it with a color correctorI am about an NC2530 depending on how tan I am and I got this concealer in Light 10 When it arrived I was worried it would be too light But it looks wonderful once its blended in  you cant see any lines where the concealer starts and ends and my undereye area looks very natural just slightly brightened which is a great effect I am thinking of repurchasing it when I run outedited to add the followingAfter using this for quite a number of weeks I have to say that I think its even better than Nars Creamy Concealer The Nars has a tendency to settle into fine lines and look a little cakey after a few hours but the Maybelline stays pristine and undetectable Very impressed Am definitely going to repurchase,0.226,0.027,0.747,0.9969,Positive
Bought maybelline fit me in shade 10 first and then 15 I have a light maybe even fair skin with redcool undertones and for me 10 is a bit too light but 15 is perfect It is spread easily with fingers or concealer brush and holds on perfectly for full 8 hours at least I do not have darkness or puffiness under eyes just a little dark on the inner corner of the eye and this product does a very good job on me I use it also to conceal my pimples on the chin and overall I am very happy with this product especially after paying twice for tarte concealer highly claimed and praised one which cannot be even compared to this product so after wasting money on tarte concealer decided to write the review for maybelline maybe someone will not repeat my mistake,0.221,0.024,0.755,0.9867,Positive
Translated from Spanish by Amazon,0.298,0.0,0.702,0.1779,Positive
Worked perfect for what I needed it too,0.381,0.0,0.619,0.5719,Positive
Its my favorite Brightens eyes good coverage,0.677,0.0,0.323,0.8126,Positive
Its ok for a regular day wear but it is not full coverage On the first picture I only add the concealer and you still clearly see my dark under eyes On the second one has a little orange color corrector foundation and on top the concealer It did help but I wish it could have done a better miracle because you can see some darkness Im only 20 but since I was just a child Ive had eye bags and dark under eyes No concealer has ever really helped but its worth trying as many as a can  If your eyes are not that dark this is a decent product,0.21,0.043,0.747,0.9664,Positive
Goes on great No cakey or streaks Great high light,0.471,0.126,0.402,0.7906,Positive
Great cover  I use it everyday,0.506,0.0,0.494,0.6249,Positive
The concealer is too thin and sheer Very little coverage,0.0,0.0,1.0,0.0,Neutral
This item us pricey for such sheer coverage  Tube design is not good,0.0,0.167,0.833,-0.3412,Negative
Matched my skin tone perfectly,0.512,0.0,0.488,0.6369,Positive
It doesnt stay on though I go out and my face starts looking like Im shedding dry flaky spots I love how easy it is to use and it doesnt bother my awful acne like other cover ups have The shade matched perfect with my really pale skin worth a shot ,0.36,0.0,0.64,0.966,Positive
Its alright for the price but I thought it would be more brightening It spreads well but for some reason it makes my undereye look gray like when you dont use color correction on dark circles and put concealer over it but I dont have an issue with that normally Its good for spot treatment not great for under eye brightness,0.26,0.058,0.682,0.9371,Positive
Like the item,0.556,0.0,0.444,0.3612,Positive
Product was very good but the color was too dark,0.189,0.0,0.811,0.2724,Positive
I like that it is very easy to apply  However It does not work as well as other concealers  Does not seem to cover up discolorations etc  Would not buy it again,0.16,0.051,0.789,0.5966,Positive
Im normally skeptical of products I buy on Amazon but this seems to be the real deal And if not it does a great job acting like it The color online was true to the color I received and it has pretty good coverage,0.291,0.108,0.601,0.8849,Positive
Works as good as my 35 dollar concealer for a fraction of the price Got rid of my circles and made my eyes look fresh best Maybelline product Ive ever tried  and Im not normally a fan,0.222,0.046,0.732,0.8145,Positive
Good,1.0,0.0,0.0,0.4404,Positive
First time trying this whole new makeup techniques using all the different products Im dark brown and I did a good job blendingWill recommend,0.213,0.0,0.787,0.6597,Positive
This concealer covers up the red veins in my cheeks like magic And it stays on I no longer need a foundation This stuff does the trick,0.09,0.122,0.789,0.0258,Neutral
I like the applicator and smooth moist texture for dark eye circles Surpasses the 30 concealer by far,0.135,0.0,0.865,0.3612,Positive
This is my alltime holy grail of concealers Just thick enough long wearing  creamy Have purchased MANY expensive brands and always  come back to this Dupe for Nars,0.0,0.096,0.904,-0.4357,Negative
Love it,0.808,0.0,0.192,0.6369,Positive
My favorite makeup product I actually use this all over my face like foundation You dont need a whole lot it is full coverage and stays on all day,0.18,0.0,0.82,0.6705,Positive
Lasts all day,0.0,0.0,1.0,0.0,Neutral
Easy to apply but shows all your creases burns my face when I put it on as well if you have sensitive skin dont use,0.173,0.0,0.827,0.5574,Positive
No applicator  Use anyway for covering blemishes,0.0,0.268,0.732,-0.296,Negative
I typically use high end concealers due to my lifelong struggle with severe hereditary circles For me money is basically no object when it comes to concealer   I just want something that will make me look like I dont have two black eyes I tried this stuff a couple years back and liked it but continued to experiment Several hundred dollars later and Im back to Fit Me as my daily concealer Is it the most opaque coverage No But now that Im 32 I need something that isnt drying or cakey and Im willing to sacrifice a bit of coverage for a more youthful natural look  I played around with super emollient concealers like Tarte Maracuja and It Cosmetics Bye Bye Undereye and Im not saying Im going to toss them out but for every day this stuff wins due to its easy application and blending The doe foot applicator is a boon on rushed mornings The formula feels very similar to Nars Radiant however I find this gives a more natural finish The Nars tends to dry up and crack on me I do use a color corrector first due to the severity of my circles Armani the orange one and I set with Laura Mercier Brightening powder and a spritz of Mac Fix  This combo is working beautifully I say give it a shot Its cheap as hell and if you think it sucks just throw it in your purse as a backup,0.192,0.065,0.743,0.9894,Positive
Easy to apply Good coverage Doesnt crack,0.537,0.0,0.463,0.7003,Positive
I ordered three shades 25 30  35 two out of the three were opened I of course am returning the openedused items and will be refunded I also called Amazon to make them aware of this I was asked to leave a review as well so here it isNow it just so happened that the shade 30 that was sealed is a close fit for me it blended in with my skin nicely and brightened my under eye shadowscircles Ive tried other concealers but they were either too light or orangey I do not wear makeup but I got tired of people mostly family saying you need to get some sleep when I did get sleep  I doubt Ill order makeup from Amazon again but I do like this concealer,0.104,0.089,0.807,-0.2382,Negative
a staple in my makeup bag Was cheaper on here than in stores,0.0,0.0,1.0,0.0,Neutral
Easy to apply very moisturizing with great coverage,0.548,0.0,0.452,0.8055,Positive
does not have much coverage,0.0,0.0,1.0,0.0,Neutral
I received two of these in a package together for a nominal charge  The results on my face are outstanding  plan on ordering again  I highly recommend,0.244,0.0,0.756,0.7778,Positive
