Review,Positive,Negative,Neutral,Compound,Sentiment
I am satisfied with bioderma SPF 50. It actually protects from harsh UV rays.,0.283,0.161,0.556,0.296,Positive
Good,1.0,0.0,0.0,0.4404,Positive
Very greasy. Tends to break out . I had smooth skin. Lost d texture.,0.0,0.187,0.813,-0.3182,Negative
i have been using for 2 months now...excellent stuff.,0.0,0.0,1.0,0.0,Neutral
As if applied powder paste that will melt with just touch of water!!Wasted money.Submitted same on their official websites but no reply.,0.0,0.139,0.861,-0.5242,Negative
Very nice product.......dry touch texture is awesome,0.59,0.0,0.41,0.8016,Positive
Definitely buying it again,0.474,0.0,0.526,0.4019,Positive
"""hello guys and welcome to my channel my""",0.3,0.0,0.7,0.4588,Positive
"""name is Jesper fussing and today we are""",0.0,0.0,1.0,0.0,Neutral
"""going to look at a sunscreen and we're""",0.0,0.0,1.0,0.0,Neutral
"""going to do at one of these those tinted""",0.0,0.0,1.0,0.0,Neutral
"""ones and what you would like to know is""",0.238,0.0,0.762,0.3612,Positive
"""how does it actually look color wise""",0.341,0.0,0.659,0.4767,Positive
"""so we're firstly the one we are talking""",0.0,0.0,1.0,0.0,Neutral
"""about today is the one from Bioderma and""",0.0,0.0,1.0,0.0,Neutral
"""it looks like this and the embellish""",0.294,0.0,0.706,0.3612,Positive
"""looks like this or the packaging looks""",0.294,0.0,0.706,0.3612,Positive
"""like this and first of all yes you would""",0.426,0.0,0.574,0.6369,Positive
"""like to know what is the SPF and that is""",0.217,0.0,0.783,0.3612,Positive
"""a 50 a plus on this one here and it says""",0.0,0.0,1.0,0.0,Neutral
"""that it has the UVA in a circle and""",0.0,0.0,1.0,0.0,Neutral
"""actually it was so difficult to see it I""",0.0,0.288,0.712,-0.5009,Negative
"""couldn't really find it on the tube""",0.0,0.0,1.0,0.0,Neutral
"""itself but when I looked at the""",0.0,0.0,1.0,0.0,Neutral
"""packaging I could see that down here it""",0.0,0.0,1.0,0.0,Neutral
"""says that it has the UVA in a circle so""",0.0,0.0,1.0,0.0,Neutral
"""that means that it is at least a 1/3 UVA""",0.0,0.0,1.0,0.0,Neutral
"""compared to the UVB so compared to the""",0.0,0.0,1.0,0.0,Neutral
"""SPF now one other thing is that normally""",0.0,0.0,1.0,0.0,Neutral
"""I like to use well that's not quite true""",0.35,0.194,0.456,0.2619,Positive
"""because the one I use does not have any""",0.0,0.0,1.0,0.0,Neutral
"""star ratings on it and that is the one""",0.0,0.0,1.0,0.0,Neutral
"""from La Roche Posay dia on tinted""",0.0,0.0,1.0,0.0,Neutral
"""version but it is a good idea if you can""",0.325,0.0,0.675,0.5927,Positive
"""find something with this star rating on""",0.0,0.0,1.0,0.0,Neutral
"""it and if you have at least a 4 to 5""",0.0,0.0,1.0,0.0,Neutral
"""stars and that is something I would use""",0.0,0.0,1.0,0.0,Neutral
"""if I went to the beach or if I knew I""",0.0,0.0,1.0,0.0,Neutral
"""had to be out in the Sun for a long time""",0.0,0.0,1.0,0.0,Neutral
"""but just for daily use I use the one""",0.0,0.0,1.0,0.0,Neutral
"""from La Roche Posay which is with a UV""",0.0,0.0,1.0,0.0,Neutral
"""in a circle but it doesn't have any a""",0.0,0.0,1.0,0.0,Neutral
"""star rating now this one here has the UV""",0.0,0.0,1.0,0.0,Neutral
"""inner circle but I know star rating so""",0.0,0.0,1.0,0.0,Neutral
"""we can't really talk about that and what""",0.0,0.0,1.0,0.0,Neutral
"""you would like to know is how is the""",0.238,0.0,0.762,0.3612,Positive
"""color well if you look at how are they""",0.208,0.0,0.792,0.2732,Positive
"""making the colours in this sort of""",0.0,0.0,1.0,0.0,Neutral
"""products then when they have attended""",0.0,0.0,1.0,0.0,Neutral
"""version and the LA roche-posay us that""",0.0,0.0,1.0,0.0,Neutral
"""had a has a tinted version and the""",0.0,0.0,1.0,0.0,Neutral
"""Bioderma has a tinted aversion and other""",0.0,0.367,0.633,-0.4404,Negative
"""companies has tinted versions as well""",0.296,0.0,0.704,0.2732,Positive
"""but for those three that i mentioned""",0.0,0.0,1.0,0.0,Neutral
"""they are using""",0.0,0.0,1.0,0.0,Neutral
"""something called iron oxides and they""",0.0,0.0,1.0,0.0,Neutral
"""are using a yellow oxide a red and a""",0.0,0.0,1.0,0.0,Neutral
"""black oxide and then they are using it""",0.0,0.0,1.0,0.0,Neutral
"""to tenem oxide as well the titanium""",0.259,0.0,0.741,0.2732,Positive
"""oxide is what will give you the sun""",0.0,0.0,1.0,0.0,Neutral
"""protection or what would be the sun""",0.0,0.0,1.0,0.0,Neutral
"""screen itself but this one here has a""",0.0,0.0,1.0,0.0,Neutral
"""chemical filters in it as well as the""",0.231,0.0,0.769,0.2732,Positive
"""event one is a purely a mineral""",0.0,0.0,1.0,0.0,Neutral
"""sunscreen so why do I mention the""",0.0,0.0,1.0,0.0,Neutral
"""titanium oxide well I do that because it""",0.259,0.0,0.741,0.2732,Positive
"""is very white and that is obviously""",0.0,0.0,1.0,0.0,Neutral
"""something that they are also using in""",0.0,0.0,1.0,0.0,Neutral
"""order to lighten the color of a product""",0.0,0.0,1.0,0.0,Neutral
"""so it's not so dark also it comes up to""",0.0,0.0,1.0,0.0,Neutral
"""the color that they wanted because when""",0.0,0.0,1.0,0.0,Neutral
"""I just said so is not so dark well the""",0.0,0.183,0.817,-0.2547,Negative
"""whole thing about these tinted""",0.0,0.0,1.0,0.0,Neutral
"""moisturizers hood tinted sunscreen as""",0.0,0.0,1.0,0.0,Neutral
"""these ones are is that it it's almost""",0.0,0.0,1.0,0.0,Neutral
"""sort of like one color is supposed to""",0.263,0.0,0.737,0.3612,Positive
"""fit all and I think we all know that one""",0.238,0.0,0.762,0.3612,Positive
"""color certainly does not fit all""",0.282,0.248,0.47,0.0747,Positive
"""so for sunscreens that I attended it""",0.0,0.0,1.0,0.0,Neutral
"""should be just like for makeup so for""",0.263,0.0,0.737,0.3612,Positive
"""foundations and a lot of companies are""",0.0,0.0,1.0,0.0,Neutral
"""really good at that now and some""",0.347,0.0,0.653,0.4927,Positive
"""companies are not that good and I would""",0.0,0.286,0.714,-0.3412,Negative
"""say that if you are still making a""",0.0,0.0,1.0,0.0,Neutral
"""sunscreen which is a one color fits or""",0.0,0.0,1.0,0.0,Neutral
"""maybe you have not really understood the""",0.0,0.0,1.0,0.0,Neutral
"""message so we are reviewing this one""",0.0,0.0,1.0,0.0,Neutral
"""anyway so what I would say about the""",0.0,0.0,1.0,0.0,Neutral
"""iron oxide is that the difference is""",0.0,0.0,1.0,0.0,Neutral
"""that in this one here and the one from""",0.0,0.0,1.0,0.0,Neutral
"""even then the first ingredients of the""",0.0,0.0,1.0,0.0,Neutral
"""oxides so as they are listed in the""",0.0,0.0,1.0,0.0,Neutral
"""ingredients list is the yellow oxide and""",0.0,0.0,1.0,0.0,Neutral
"""that means yellow iron oxide and that""",0.0,0.0,1.0,0.0,Neutral
"""means of course that that product is a""",0.0,0.0,1.0,0.0,Neutral
"""little bit more oranjee whereas the one""",0.0,0.0,1.0,0.0,Neutral
"""from the hospice aid that is so that the""",0.0,0.0,1.0,0.0,Neutral
"""red iron oxide is listed first so there""",0.0,0.0,1.0,0.0,Neutral
"""is more red iron oxide in the one from a""",0.0,0.0,1.0,0.0,Neutral
"""large person and there are in the ones""",0.0,0.0,1.0,0.0,Neutral
"""from oven and from a higher term""",0.0,0.0,1.0,0.0,Neutral
"""and that you can already think gives a""",0.0,0.0,1.0,0.0,Neutral
"""sort of a difference in how the color is""",0.0,0.0,1.0,0.0,Neutral
"""is more red or is it more orange II and""",0.0,0.0,1.0,0.0,Neutral
"""then they also have a black iron oxide""",0.0,0.0,1.0,0.0,Neutral
"""in it in order to make it more well""",0.23,0.0,0.77,0.3384,Positive
"""darker so it is obviously the mix about""",0.0,0.0,1.0,0.0,Neutral
"""for those iron oxide that are making up""",0.0,0.0,1.0,0.0,Neutral
"""at a color so kind of like if you are""",0.236,0.0,0.764,0.355,Positive
"""looking at a product you can read from""",0.0,0.0,1.0,0.0,Neutral
"""an ingredients list if they have the""",0.0,0.0,1.0,0.0,Neutral
"""yellow iron oxide listed above the red""",0.0,0.0,1.0,0.0,Neutral
"""iron oxide then it is more to the orange""",0.0,0.0,1.0,0.0,Neutral
"""side and vice versa it would be more red""",0.0,0.0,1.0,0.0,Neutral
"""and I would say that the brown from LA""",0.0,0.0,1.0,0.0,Neutral
"""roche-posay is a it is red it is not""",0.0,0.0,1.0,0.0,Neutral
"""orange II I would say it it comes across""",0.0,0.0,1.0,0.0,Neutral
"""as being too red so yes should we try""",0.304,0.0,0.696,0.541,Positive
"""this one here and as I always say just""",0.0,0.0,1.0,0.0,Neutral
"""take something out and this one you can""",0.0,0.0,1.0,0.0,Neutral
"""sign it's a big liquidy so it's not""",0.0,0.0,1.0,0.0,Neutral
"""kinda like super fatty it's more like""",0.668,0.0,0.332,0.7927,Positive
"""liquidy and I think they are actually""",0.0,0.0,1.0,0.0,Neutral
"""saying that it is now it says in French""",0.0,0.0,1.0,0.0,Neutral
"""maybe it says an image and it says aqua""",0.0,0.0,1.0,0.0,Neutral
"""fluid tante tres odor protection""",0.0,0.0,1.0,0.0,Neutral
"""protection is it Spanish as French I""",0.0,0.0,1.0,0.0,Neutral
"""don't really do French I just try my""",0.0,0.0,1.0,0.0,Neutral
"""best but it tended aqua fluid very high""",0.271,0.0,0.729,0.3818,Positive
"""air protection that's the English""",0.0,0.0,1.0,0.0,Neutral
"""version for you that so sell it our bio""",0.0,0.0,1.0,0.0,Neutral
"""protection I mean what you like to know""",0.294,0.0,0.706,0.3612,Positive
"""is the color so let's have a look so you""",0.0,0.0,1.0,0.0,Neutral
"""can just see it is kind of like really""",0.216,0.0,0.784,0.2975,Positive
"""liquidy so kinda like Crips out of there""",0.262,0.0,0.738,0.3581,Positive
"""this one here and it really looks like""",0.284,0.0,0.716,0.4173,Positive
"""well something it looks like a makeup""",0.535,0.0,0.465,0.5574,Positive
"""cream very good makeup cream and it""",0.347,0.0,0.653,0.4927,Positive
"""maybe if you can see the color compared""",0.0,0.0,1.0,0.0,Neutral
"""to my skin my skin is definitely not a""",0.252,0.0,0.748,0.4019,Positive
"""tent at the moment because I am""",0.0,0.0,1.0,0.0,Neutral
"""basically staying indoors due to the""",0.0,0.0,1.0,0.0,Neutral
"""situation that we are all in so I don't""",0.0,0.0,1.0,0.0,Neutral
"""have that much Sun and also means that I""",0.0,0.0,1.0,0.0,Neutral
"""actually not used a sunscreen for a long""",0.0,0.0,1.0,0.0,Neutral
"""time because I am basically indoors""",0.0,0.0,1.0,0.0,Neutral
"""every day so how does it look it's very""",0.0,0.0,1.0,0.0,Neutral
"""very liquid is very easy to distribute""",0.347,0.0,0.653,0.4927,Positive
"""so it has this sort of a column but what""",0.0,0.0,1.0,0.0,Neutral
"""our lightest show is that a lot of""",0.0,0.0,1.0,0.0,Neutral
"""people they are using so little""",0.0,0.0,1.0,0.0,Neutral
"""sunscreen so where this one here has the""",0.0,0.0,1.0,0.0,Neutral
"""same weight as the one from the wash per""",0.0,0.0,1.0,0.0,Neutral
"""se and when I use the one from the""",0.0,0.0,1.0,0.0,Neutral
"""hospice a I know I need to use half a""",0.0,0.0,1.0,0.0,Neutral
"""teaspoon of the teaspoons that I have""",0.403,0.0,0.597,0.1779,Positive
"""your teaspoon might look a different""",0.231,0.0,0.769,0.0516,Positive
"""might be small that might be bigger so I""",0.0,0.0,1.0,0.0,Neutral
"""just have measured and you can see a""",0.0,0.0,1.0,0.0,Neutral
"""video about that up there I will link to""",0.0,0.0,1.0,0.0,Neutral
"""that one how to find out how much""",0.0,0.0,1.0,0.0,Neutral
"""sunscreen to actually use so that for me""",0.0,0.0,1.0,0.0,Neutral
"""would be kind of like half a of these""",0.24,0.0,0.76,0.2975,Positive
"""teaspoons here so now you can maybe""",0.2,0.0,0.8,0.128,Positive
"""already see that them if I maybe can""",0.0,0.0,1.0,0.0,Neutral
"""tilt it is very liquid about trying it a""",0.0,0.0,1.0,0.0,Neutral
"""little bit you can maybe see how it""",0.0,0.0,1.0,0.0,Neutral
"""looks how much it is and that is for my""",0.0,0.0,1.0,0.0,Neutral
"""entire face and when I put it into my""",0.0,0.0,1.0,0.0,Neutral
"""hand I have to remember that a lot of""",0.348,0.0,0.652,0.4939,Positive
"""the cream will stick in my hand so""",0.314,0.0,0.686,0.4939,Positive
"""basically it is better just to dip my""",0.293,0.0,0.707,0.4404,Positive
"""finger in and then go along and then do""",0.0,0.0,1.0,0.0,Neutral
"""it like that""",0.556,0.0,0.444,0.3612,Positive
"""now I'm only doing one side I only have""",0.0,0.0,1.0,0.0,Neutral
"""to use half of the amount but you can""",0.0,0.0,1.0,0.0,Neutral
"""already see it gives kind of a big""",0.0,0.0,1.0,0.0,Neutral
"""splash so this will just go on here and""",0.0,0.0,1.0,0.0,Neutral
"""you can see that it will definitely""",0.31,0.0,0.69,0.4019,Positive
"""change the color of my face so you will""",0.0,0.0,1.0,0.0,Neutral
"""see that this side by its on and this I""",0.0,0.0,1.0,0.0,Neutral
"""don't have anything on today I only have""",0.0,0.0,1.0,0.0,Neutral
"""a summer setting powder on I don't have""",0.0,0.0,1.0,0.0,Neutral
"""any foundation on or something like that""",0.294,0.0,0.706,0.3612,Positive
"""so it is just sitting about a little bit""",0.0,0.0,1.0,0.0,Neutral
"""of a highlight not to look at too tall""",0.255,0.0,0.745,0.34,Positive
"""on camera so this is a kind of like how""",0.216,0.0,0.784,0.2975,Positive
"""it will look and yes I can smear it out""",0.221,0.205,0.574,0.0516,Positive
"""and smeared out and smeared and continue""",0.0,0.0,1.0,0.0,Neutral
"""to smear it out and a lot of it will be""",0.0,0.217,0.783,-0.3612,Negative
"""taken up by my hands but that was not""",0.0,0.0,1.0,0.0,Neutral
"""the point the point was that I need to""",0.0,0.0,1.0,0.0,Neutral
"""leave it on the skin because it""",0.0,0.167,0.833,-0.0516,Negative
"""is there for a certain purpose and that""",0.259,0.0,0.741,0.2732,Positive
"""is in order to protect me from the Sun""",0.245,0.0,0.755,0.3818,Positive
"""so when as you can see this is rather a""",0.0,0.0,1.0,0.0,Neutral
"""lot of stuff to put on and just put it""",0.0,0.0,1.0,0.0,Neutral
"""on my forehead so it is I mean one thing""",0.0,0.0,1.0,0.0,Neutral
"""to say is that it is very easy to""",0.285,0.0,0.715,0.4927,Positive
"""distribute it really easy to distribute""",0.39,0.0,0.61,0.4927,Positive
"""it's very liquidy and so on I don't we""",0.0,0.0,1.0,0.0,Neutral
"""don't want Maya to put this so I put it""",0.0,0.133,0.867,-0.0572,Negative
"""there so don't want to have it all over""",0.0,0.158,0.842,-0.1281,Negative
"""the place but yeah how do I think the""",0.286,0.0,0.714,0.4215,Positive
"""color is when I see it directly and not""",0.0,0.0,1.0,0.0,Neutral
"""through the camera where I know that the""",0.0,0.0,1.0,0.0,Neutral
"""color would be a little bit different""",0.0,0.0,1.0,0.0,Neutral
"""but I would say it definitely is not as""",0.336,0.0,0.664,0.5499,Positive
"""orangie or it's not as red as the LA""",0.0,0.0,1.0,0.0,Neutral
"""roche-posay one so and it's not as when""",0.0,0.0,1.0,0.0,Neutral
"""I spoke about the event mineral one I""",0.0,0.0,1.0,0.0,Neutral
"""compared it to a chocolate ice cream""",0.0,0.0,1.0,0.0,Neutral
"""that I had as a child and which was kind""",0.327,0.0,0.673,0.5267,Positive
"""of like um can I get grayish undertone""",0.294,0.0,0.706,0.3612,Positive
"""into the brown where I would definitely""",0.351,0.0,0.649,0.4019,Positive
"""not say that""",0.0,0.0,1.0,0.0,Neutral
"""this is like that so I would say this is""",0.238,0.0,0.762,0.3612,Positive
"""maybe color wise if you can maybe still""",0.307,0.0,0.693,0.4767,Positive
"""see it this is kind of like I'm""",0.24,0.0,0.76,0.2975,Positive
"""something in-between the one from our""",0.0,0.0,1.0,0.0,Neutral
"""then and the one from LA roche-posay but""",0.0,0.0,1.0,0.0,Neutral
"""um yeah I mean the other thing to""",0.268,0.0,0.732,0.296,Positive
"""remember about these things here is that""",0.0,0.0,1.0,0.0,Neutral
"""they will actually act a little bit like""",0.27,0.0,0.73,0.3008,Positive
"""a foundation and when you are putting""",0.0,0.0,1.0,0.0,Neutral
"""foundation on you will use a setting""",0.0,0.0,1.0,0.0,Neutral
"""spray or you can use a setting powder""",0.0,0.0,1.0,0.0,Neutral
"""afterwards and I would say that that is""",0.0,0.0,1.0,0.0,Neutral
"""exactly the same that you need to do""",0.0,0.0,1.0,0.0,Neutral
"""when using something like this because""",0.333,0.0,0.667,0.3612,Positive
"""what happens is that I had it on my face""",0.0,0.0,1.0,0.0,Neutral
"""for several hours at the other day and""",0.0,0.0,1.0,0.0,Neutral
"""what very quickly happened was that it""",0.0,0.0,1.0,0.0,Neutral
"""started to run into the crease lines""",0.0,0.0,1.0,0.0,Neutral
"""around lines you get around the nose""",0.0,0.0,1.0,0.0,Neutral
"""when you're moving your face so it very""",0.0,0.0,1.0,0.0,Neutral
"""quickly went in there and I mean on""",0.0,0.0,1.0,0.0,Neutral
"""camera it would have looked nice but in""",0.213,0.0,0.787,0.2263,Positive
"""reality when people looked up close they""",0.0,0.0,1.0,0.0,Neutral
"""would be able to see that it all seeped""",0.0,0.0,1.0,0.0,Neutral
"""into all the""",0.0,0.0,1.0,0.0,Neutral
"""lines in one's face all the Mickey lines""",0.0,0.0,1.0,0.0,Neutral
"""that you get did it I know in my eyes""",0.0,0.0,1.0,0.0,Neutral
"""well not to begin with it took a little""",0.231,0.0,0.769,0.2732,Positive
"""while I would say it took maybe a couple""",0.0,0.0,1.0,0.0,Neutral
"""of hours and I did actually put it on""",0.0,0.0,1.0,0.0,Neutral
"""very liberal on my eyelids and it did as""",0.0,0.0,1.0,0.0,Neutral
"""in other lines on the face in the""",0.0,0.0,1.0,0.0,Neutral
"""creased line on the eyelid it it very""",0.0,0.0,1.0,0.0,Neutral
"""soon just ended up being a read a line""",0.0,0.0,1.0,0.0,Neutral
"""as their so yes again that you wouldn't""",0.333,0.0,0.667,0.541,Positive
"""have needed to use some sort of a""",0.0,0.0,1.0,0.0,Neutral
"""setting powder in order to keep it a""",0.0,0.0,1.0,0.0,Neutral
"""fixed so we didn't or my eyes yes it did""",0.231,0.0,0.769,0.4019,Positive
"""annoy my eyes after a couple of hours""",0.0,0.326,0.674,-0.4404,Negative
"""and I felt I just needed to take it away""",0.0,0.0,1.0,0.0,Neutral
"""and in order I thought maybe it's just""",0.0,0.0,1.0,0.0,Neutral
"""because my eyes are limpid dry or""",0.0,0.0,1.0,0.0,Neutral
"""whatever but then as soon as I took it""",0.0,0.0,1.0,0.0,Neutral
"""off and it was in the evening when I""",0.0,0.0,1.0,0.0,Neutral
"""took it off so it was not like okay it""",0.0,0.321,0.679,-0.4168,Negative
"""has been a long day""",0.0,0.0,1.0,0.0,Neutral
"""my eyes are tired and so on because as""",0.0,0.266,0.734,-0.4404,Negative
"""soon as I took it off and I don't""",0.0,0.0,1.0,0.0,Neutral
"""normally have it like that when I don't""",0.294,0.0,0.706,0.3612,Positive
"""have a sunscreen so I immediately I took""",0.0,0.0,1.0,0.0,Neutral
"""it off and I didn't have that annoying""",0.273,0.0,0.727,0.3089,Positive
"""feeling any longer""",0.429,0.0,0.571,0.128,Positive
"""so clearly it was the sunscreen that""",0.333,0.0,0.667,0.4576,Positive
"""annoyed my eyes and I would say with the""",0.0,0.271,0.729,-0.3818,Negative
"""LA roche-posay one I used the untainted""",0.0,0.0,1.0,0.0,Neutral
"""one and it has never annoyed my eyes and""",0.214,0.0,0.786,0.2924,Positive
"""they do say that I'd use some sort of a""",0.0,0.0,1.0,0.0,Neutral
"""anti i sting technology and I'm not""",0.0,0.315,0.685,-0.3182,Negative
"""saying that that works really well and I""",0.255,0.0,0.745,0.3384,Positive
"""wouldn't say it does not leave any sort""",0.141,0.0,0.859,0.0382,Neutral
"""of a cast on the face so if you would""",0.0,0.0,1.0,0.0,Neutral
"""like to have a sunscreen that doesn't""",0.333,0.0,0.667,0.3612,Positive
"""leave a cast on your face I would say""",0.0,0.167,0.833,-0.0516,Negative
"""that the amount from a large per se is a""",0.0,0.0,1.0,0.0,Neutral
"""really good choice for many reasons and""",0.347,0.0,0.653,0.4927,Positive
"""this stuff here I will say that it's not""",0.0,0.0,1.0,0.0,Neutral
"""as bad as the event one which started to""",0.0,0.304,0.696,-0.5423,Negative
"""really like burn around my eyes on the""",0.285,0.0,0.715,0.4201,Positive
"""eyelids around this very the eyes the""",0.0,0.0,1.0,0.0,Neutral
"""the area underneath my eye it started to""",0.0,0.0,1.0,0.0,Neutral
"""warm and get the sort of burning""",0.241,0.0,0.759,0.2263,Positive
"""sensation that just became worse and""",0.0,0.383,0.617,-0.4767,Negative
"""worse and worse I did not have it with""",0.0,0.508,0.492,-0.7351,Negative
"""this one here to the same degree as I""",0.0,0.0,1.0,0.0,Neutral
"""had with the event one of us just like a""",0.217,0.0,0.783,0.3612,Positive
"""little""",0.0,0.0,1.0,0.0,Neutral
"""it but it it wasn't that much I know my""",0.0,0.0,1.0,0.0,Neutral
"""eyes it was more like receiving into my""",0.285,0.0,0.715,0.4201,Positive
"""eyes and annoyed the eye itself so yes""",0.289,0.215,0.496,0.2243,Positive
"""this is how it looks and is it something""",0.0,0.0,1.0,0.0,Neutral
"""I will use no it is not and it feels""",0.0,0.196,0.804,-0.296,Negative
"""another thing to say is that it feels""",0.0,0.0,1.0,0.0,Neutral
"""crazy it's easy to distribute on your""",0.282,0.233,0.485,0.128,Positive
"""face but it just has this drawback that""",0.0,0.0,1.0,0.0,Neutral
"""it's it's it's really crazy and it keeps""",0.0,0.278,0.722,-0.4005,Negative
"""being greasy and there when I looked in""",0.0,0.0,1.0,0.0,Neutral
"""the mirror when I was outside it really""",0.0,0.0,1.0,0.0,Neutral
"""did shine to high heaven so it really""",0.32,0.0,0.68,0.5106,Positive
"""looked really glossy so yes this is not""",0.353,0.0,0.647,0.5887,Positive
"""something I can recommend but if you""",0.259,0.0,0.741,0.1901,Positive
"""can't help yourself but wanting to try""",0.0,0.214,0.786,-0.1603,Negative
"""it try it out see how the color works""",0.0,0.0,1.0,0.0,Neutral
"""and let me know it works for you if you""",0.0,0.0,1.0,0.0,Neutral
"""would like to see more the sort of""",0.263,0.0,0.737,0.3612,Positive
"""videos please subscribe in Tibetan to""",0.315,0.0,0.685,0.3182,Positive
"""all those things to know to be notified""",0.0,0.0,1.0,0.0,Neutral
"""when I put more disabilities thank you""",0.357,0.0,0.643,0.4173,Positive
"""for watching see you bye""",0.0,0.0,1.0,0.0,Neutral
"""hi I'm Melina cop the pimple calm and""",0.247,0.0,0.753,0.3182,Positive
"""today I want to talk to you about""",0.178,0.0,0.822,0.0772,Positive
"""once again my favorite brand that""",0.375,0.0,0.625,0.4588,Positive
"""doesn't pay me for these videos yes I'm""",0.4,0.0,0.6,0.4581,Positive
"""not sponsored by this friend but I love""",0.62,0.0,0.38,0.8472,Positive
"""them so much that I will shout my love""",0.375,0.0,0.625,0.6369,Positive
