Review,Positive,Negative,Neutral,Compound,Sentiment
I reintroduced myself to this company just recently after not using any Maybelline products for easily over 20 years I am in my 40s I bought it because I saw a MUA try it online and they raved about it I couldnt agree more I love a full face of make up because I have sun spotsmelasma however I dont want it to feel cakey to the touch or even when you put it on This foundation is super buildable which is great goes on easily and doesnt oxidize I have used high end foundations and this one is wayyy up there on the list of my favorites Dont let high end companies fool you into thinking makeup has to be expensive in order to be good Its all about good products and techniquesapplication The pic in the jean jacket is from my birthday I wouldnt  wear the foundation on my special day if I didnt think it was great Other pic and vid are from shortly before and you can see it looks flawless on skin  Full face of makeup but not caked on I promise you wont be disappointed I hope this helps,0.136,0.062,0.802,0.9189,Positive
I love the product because it spreads on easy and gives a smooth coverage It also keeps my face moisturized,0.307,0.0,0.693,0.7964,Positive
Maybelline has upped their game This foundation is as good as any expensive department store product I have used Im thrilled to save so much money without sacrificing quality,0.265,0.0,0.735,0.8402,Positive
My favorite one is my to go foundation Blends very well natural effect the skin seems shiny and healthy,0.42,0.0,0.58,0.8712,Positive
I only in the past few years started using liquid foundation to cover up these micro spider veins on my face works great and just a dab goes a long way very light weight and blends in with my skin tone well,0.144,0.0,0.856,0.7351,Positive
Love fit me my go to all the time,0.489,0.0,0.511,0.7717,Positive
This NY Fit Me foundation is lovely  all the manufacturer claims it to be  This is not my first time purchase and I will be back for more  The coverage is so nice It never cakes up in the facial lines and lasts all day of normal activity  Maybelline is certainly a brand name you can trust,0.238,0.0,0.762,0.9394,Positive
Color matches my skin well and it leaves my skin with a dewy glow Covers well,0.244,0.0,0.756,0.4939,Positive
It is pretty easy to blend out but the problem I have with it is that its too dewy,0.179,0.157,0.664,-0.128,Negative
I mean its good for the price  it came a little smaller than I thought but that was my fault I WOULD RECOMMEND GOING FOR A LIGHTER COLOR I got the porcelain 110It doesnt have any type of dispenser so it might be a little hard to take the foundation out of the bottle without making any messIt does the job its not full coverage in case you want to knowIts light weight and you cant really feel it once you put it onIt doesnt make your skin dry or oilyIt does cover redness you can still see your freckles which is what I wanted but I know some people wont like that,0.069,0.065,0.866,0.0961,Positive
Great for dry skin Sheer coverage but you can build it up nicely Last all day,0.314,0.0,0.686,0.7506,Positive
I got the wrong shade but it still worked great,0.384,0.139,0.476,0.6808,Positive
My favorite foundation and sooo much cheaper then anywhere else,0.25,0.0,0.75,0.4588,Positive
I bought this on TikTok recommendation Amazing Goes on smooth Wears all day comfortably Blends nicely too Great daily foundation,0.476,0.0,0.524,0.9274,Positive
First order came broke  Returned them got new ones  The product is nice  Now the  seller is charging me double cause they claim they didnt get the broken ones back Product good but make sure its right cause the seller aint right,0.181,0.04,0.779,0.6885,Positive
I love this one I have normal to sometimes a bit dry skin and this one has the perfect coverage for me without looking like a cake I just need a little bit of it because my skin is pretty clean It leaves my skin dewy which I like and is easy to apply Unfortunately these doesnt come with a pump I really dont like that In Europe those foundation comes with a pump in each bottle so you dont have to worry about getting too much out of the bottle Thats why only 4 starsI picked ivory shade but found out its a tiny bit darker then the fit me matte and poreless foundation which is a bit annoying but next time I try the lighter shade or mix it a little bit,0.119,0.075,0.806,0.7085,Positive
Im dark skin and have oily skin this makeup did cover the lighter pigmentation in my skin only apply little or esle youll have to scrub to get it offI had to order another color to get tone I needed but it didnt rub off on clothes or when I hugged people I would buy again,0.064,0.0,0.936,0.5499,Positive
I dont feel it really stays in place but I do love how it looks when it does stay put,0.254,0.0,0.746,0.7783,Positive
Im happy with this makeup it blends well  I mix it with another kind and it looks really good,0.47,0.0,0.53,0.908,Positive
I love this foundation its my favourite,0.457,0.0,0.543,0.6369,Positive
Immensely outstanding quality Notably fast dispatch Would buy from again Firstclass service Recommended,0.345,0.0,0.655,0.7003,Positive
I literally wear this product all the time and have no complaints Personal its affordable and your getting your moneys worth,0.08,0.206,0.714,-0.4588,Negative
Been using this for years Love the color and how it doesnt dry out the skin,0.219,0.0,0.781,0.6369,Positive
The best of this product is that the material is so easy to  spread However it doesnt come with a special applicator so its difficult to take it out of the container without making a mess,0.228,0.114,0.658,0.7197,Positive
I got shade102 This is everything for a nice no makeup makeup look or a natural beat Im not super into glamming it up with high coverage thick makeup beat to the gods so this is great for me I dont really wear make up all the time but when I do I like a nice medium coverage I do have acne scarring and hyperpigmentation as well as very fair neutral skin Like Im truly Casper the friendly ghost in the winter and neutral af so unless its truly neutral it will look either to pink or to orange aka crazy foundation mask that side note being said it runs a touch pink but I warmed it up with bronzer and it was fine Id say this is light coverage that is buildable to medium I have dry sensitive skin as well so you can imagine the struggle to find something that works We have a winner here this stuff didnt break me out Hallelujah I will say I love a natural finish but I do have texture and it shows however thats not the foundations fault I have texture no matter what primer or foundation I use especially because I like a dewy more natural finish Get it foundation even if ur on the fence it was like 4 bucks so you cant go wrong even if you dont like it,0.296,0.056,0.648,0.9967,Positive
Smells good but I picked the wrong shade ,0.176,0.374,0.45,-0.4939,Negative
Translated from Spanish by Amazon,0.298,0.0,0.702,0.1779,Positive
I like the price of this product but it is hard to know what shade to purchase I ended up buying the wrong shade and just mixing it was other foundation It is also a bit oily for my skin but it does tend to last a last all day,0.035,0.114,0.851,-0.6124,Negative
One person found this helpful,0.448,0.0,0.552,0.5023,Positive
I am SHOOKI have been looking for my perfect color match since 2018  I used to use Lancome Teint Idol in 555 not 555 Suede C which is the replacement of the former the shade 555 has been discontinued unfortunately and since they switched everything up I have just been throwing dollars at makeup to find or make my perfect shade Between adding pigments buying and mixing foundations and taking online quizzes like the one for Il Makiage and those found on Findationcom I was just lostI needed to reup on foundation since all the ones I bought last year before the pandemic were starting to get a lil crusty to say the least This was on sale and I figured why not I literally have nothing to lose except like five bucksI received it in the mail today and looked at it and was disappointedThis gon make me look ashy as hell I thoughtBUT BOY WAS I WRONGI put it on my face and nearly screamedListen  to all my chocolate humans out there this this might be the one yo lolALSO CAN WE TALK ABOUT THE SKIN FEEL LIKE okay sorry screaming  BUT ALSO LOLLike we all love a little matte moment especially when the pores are opening up like theyre fulfilling their lives dream of being moon craters but also when the skin is acting right and we just want a dewy moiskerized even tone to match our silky smooth base THIS IS THE ONE PERIODFor those wondering about undertone and stuff like that I would say that I have a rather warm or neutral tone Yellows oranges and golds are my colors but Ive been told that I have cooler rosy undertones I also love greens and blues but they just dont flatter me in the same way Whichever I am this foundation feels like its undertones are spot on for my skinAll in all 1010 Id say if you feel like you have a similar tone to me this foundation may work in your favorHave a blessed day poo,0.138,0.025,0.837,0.991,Positive
GREAT for Mature Skin,0.792,0.0,0.208,0.824,Positive
I love this  And always have One downside is the smile lines it gives you,0.34,0.102,0.558,0.6908,Positive
This is my go to foundation Its cheap and looks good on me,0.195,0.0,0.805,0.4404,Positive
Always use this makeup Goes on smooth,0.0,0.0,1.0,0.0,Neutral
bought shade 110 porcelain  way too dark for me it is however very dewy and medium coverage  but feels like it would require a setting powder,0.119,0.0,0.881,0.5023,Positive
I got this foundation because it was on sale and Ive always wanted to try it and Im really surprised that I was able to get my color through Amazon pretty well The color matches nice and I actually really enjoy this foundation lol I never wouldve thought jus bc it was on sale on Amazon lol,0.341,0.0,0.659,0.9627,Positive
Its alright it was not exactly what I was looking for,0.182,0.0,0.818,0.25,Positive
I love this foundation it is especially so much cheaper on amazon this worked so perfectly for my dry skin it is so easy to use and look so good,0.439,0.0,0.561,0.9625,Positive
I love the foundation hate the color,0.353,0.311,0.336,0.128,Positive
This is MY foundation The only one I will ever use,0.0,0.0,1.0,0.0,Neutral
Good product I would go a little lighter next time I order,0.266,0.0,0.734,0.4404,Positive
Love fit me,0.87,0.0,0.13,0.7717,Positive
Incredible foundation especially for the price It is a quality formula that is buildable and isnt cakey Perfect and lightweight for everyday wear LOVE it,0.165,0.1,0.735,0.4469,Positive
I was searching for a cheaper alternative for my Clinique and Tarte foundations While the color match was pretty good my face broke out in acne after using this product I have worn it several times to verify the product caused the acne which it did for me,0.117,0.096,0.787,0.2732,Positive
Translated from Spanish by Amazon,0.298,0.0,0.702,0.1779,Positive
What a high quality product for a little price I hope they never discontinue making it My color was perfect It went on sheer and did not cake There was really nothing to clean off as it was moisturizingYou wont be disappointed if you purchase it,0.176,0.05,0.774,0.7472,Positive
Not bad for middle age skin Does help with looking too matte for my mature skin Will purchase again,0.343,0.0,0.657,0.81,Positive
When the old style Revlon Age Defying Liquid Makeup  Foundation was discontinued i tried so many foundations but they were either like water or like putting cement on my face  This foundation is now my new goto foundation  Spreads well and covers perfectly  Great color match too,0.334,0.0,0.666,0.9705,Positive
I was a bit dubious about color matching online and using a cheap product but its my absolute favorite foundation ever It goes on really smoothly covers well and feels like nothing there I was a bit worried when I got it because it looks darker in the bottle but its a perfect match for me Will never buy expensive again,0.226,0.067,0.707,0.9152,Positive
Its medium to full coverage and the amount you get is good for the price  If you wear a primer it is moisturizing  I like that is has spf but I still wear extra sunscreen  Overall it works pretty well,0.244,0.0,0.756,0.8641,Positive
so cheap and real buy it here and not double the price in store,0.0,0.0,1.0,0.0,Neutral
Bella,0.0,0.0,1.0,0.0,Neutral
Goes on smoothgood coverage and great price,0.406,0.0,0.594,0.6249,Positive
This is the best foundation I have used in a long long time I have a very big issue with foundations being extremely drying on my face I guess I have dry skin especially now in the winter I get small dry patches that are honestly not even noticeable until I put foundation on depending on the foundation This foundation applies so easily and smoothly and does not cling to any dry skin on my face The coverage is buildable maybe not to full coverage but definitely buildable to medium I have spent around 60 dollars for bareminerals pro foundations got two of em and they looked horrifying on me Made my skin super dry and flaky and looked cakey I cant believe a 4 dollar foundation beat the expensive ones by a lotttt This is the best foundation if you want to look flawless dewy and moisturized Obviously would look better on normal to dry skin Get this you wont regret it Dont forget your primer and setting powder makes all the difference,0.19,0.027,0.784,0.9835,Positive
Wife loves this brand foundation its her 1 go too budget foundation,0.27,0.0,0.73,0.5719,Positive
I strongly recommend finding your color match in a drugstore and then buying a few extras online if you really love it I bought one of these for an event thought I had the correct color and I ended up having to wipe my makeup off and start from scratch because of how pale I looked A little definitely goes a long way Id even mix a few drops into your moisturizer to make a tinted moisturizer Unless you really know your shade dont buy this online,0.138,0.0,0.862,0.8885,Positive
This liquid makeup is so smooth and sheer and it goes on great I needed to replace my previous makeup and this one is great,0.272,0.0,0.728,0.8481,Positive
This foundation is great Bleands beautifully and is not too heavy,0.464,0.0,0.536,0.8316,Positive
Got this foundation on a sale and I love how easy it is to spread on my face  I have dry skin so sometimes I end up with patches while using a liquid foundation but with  this one I experienced no such patches  This  Fit me foundation is a keeper  I will be buying more fit me products  Im really happy with my purchase,0.243,0.04,0.717,0.9346,Positive
I was looking for an inexpensive weekend productIt does the job but is super watery,0.292,0.0,0.708,0.7469,Positive
Not sealed,0.0,0.0,1.0,0.0,Neutral
I read a great article on this item and decided to try It is a very sheer formula needs shaking each time spreads easily no pooling or min creasing hrs later It does have a nice moisturizing effect slight dewey but not shiny I think its a nice natural finish that didnt cause breakouts to my sensitive skin Worth a try,0.24,0.046,0.714,0.91,Positive
This is my go to foundation Affordable and perfect Get it,0.27,0.0,0.73,0.5719,Positive
I got it a little to light and is quite watery,0.0,0.0,1.0,0.0,Neutral
It feels smooth and light on my skin,0.0,0.0,1.0,0.0,Neutral
Im pale but not incredibly so and I wear this foundation in the shade 120 The photo shows the product on my wrist which is definitely paler than my face so you can see the color really welloverall no complaints I like this better than the matteporeless foundation because it is made for dry skin and also has SPF 18Ive only ever tried this and the matteporeless foundation so I cant speak to how it measures up to other brands but Ive never felt the need to try anything else out because this works really well for me,0.125,0.065,0.81,0.7633,Positive
This was a foundation that was a beautiful shade and wonderfully dewy  But it had such an unpleasant fragrance I could not tolerate it  Its a shame,0.152,0.258,0.59,-0.6597,Negative
I forgot my base make up on a recent trip and ordered this Excellent price for a good product Im not switching from my go to makeup but it was a good substitute in a pinch I was at the beach so a shear coverage was appropriate,0.187,0.0,0.813,0.817,Positive
The product is okay not the best but okay,0.317,0.182,0.501,0.1571,Positive
Maybelline fit me has always been my favorite It looks gorgeous on and it applies beautifully Always my go to,0.452,0.0,0.548,0.9217,Positive
Just started wearing makeup because I cheer and so far so good,0.45,0.0,0.55,0.8111,Positive
Coming from someone with acne prone oily skin I was a grease pit in a few hours To save from having a savage breakout I washed it off after 3 hours In the winter this might be okay May have to try it again then Great price point As for the shade range it went from too pasty white to too orange I mixed two 105 and 102 together matched somewhat closer to my skin tone not really though It has buildable coverage and it did settle into fine lines a bit I didnt want to push it too far an cake it on because I was not sure how my oily skin would like it Apparently not so much I tested it on my arm first it was very smooth and blurred a bit So for those of you with drier skin this will be perfect,0.115,0.041,0.843,0.9004,Positive
The shade I picked is a good match for my skin color Foundation is sheer and provides a nice glow without shine,0.251,0.0,0.749,0.6908,Positive
Soooo oily ,0.0,0.0,1.0,0.0,Neutral
I am in love with this foundation Its so smooth  I ordered a few shades too dark so I reordered a lighter shade,0.198,0.0,0.802,0.6369,Positive
Enjoying this foundation great color range and buildable coverage Covers everything that needs to be covered and lasts all night,0.294,0.0,0.706,0.8176,Positive
This makeup is nice and buildable if you apply a little bit its just enough to cover up darker blemishes and make your skin tone look even It is so moisturizing without feeling oily never feel like my face is getting dry throughout the day when I apply it over my lotion Some other brands kind of seem to suck up the moisture from my lotion and eventually look cakey or cracky What Ive noticed about this the most is that it has one of the smoothest looks of any makeup Ive tried It never looks overdone or like a mask it literally never settles in creases and is so spreadable I still cannot find my exact skin tone so I apply a little bit of orangey ccostume makeup  with it which is hilarious but it works great together  I think the vitamin e in this product really helps me before I was using my current moisturizer I was using a much oilier moisturizer and I would always mix in  vitamin e because its great for healing scars and its good for my skin personally even though it breaks out some other peoples I have not noticed this at all breaking me out even nights when I leave it on from tiredness It has almost no noticeable fragrance at all which is great And it is so cheap on Amazon which is awesome,0.166,0.04,0.794,0.9899,Positive
This Foundation is a little runny kept it anyway I just mix it with my other foundation to add color,0.0,0.0,1.0,0.0,Neutral
I have been using this foundation since it first came out and havent ever used anything else I mix this one with the matte and poreless Use 118 and 120 I get tons of compliments on my skin at age 60 Between my skin care routine and this foundation being so light but has coverage it makes my skin look young and dewynot caked,0.063,0.0,0.937,0.4497,Positive
Great product just a little off in color Kinda dry when you put it on Its supposed to be Dewey Also the color isnt right Im fair skinned and color was off it was to light So I give 4 stars,0.097,0.047,0.856,0.4833,Positive
Nice price for the product,0.412,0.0,0.588,0.4215,Positive
Honestly was not expecting to love this product Ive been using a 40 professional foundation for YEARS and it was recently discontinued so i figured Id try this stuff just to see if would hokd me over until i could get to ulta to have a sales person help me find a new expensive foundation I did not expect my search to end at a 4 bottle of drugstore makeup But it did This foundation is lightweight dewy andit covers my sun spots flawlessly Im 47 Never in a million years did i think id fall in love with a cheap drugstore foundationbut here we are Obsessed This stuff is fantastic,0.097,0.078,0.825,0.2878,Positive
Cant say enough about how satisfied I am with this product  Feels like a dream to wear,0.378,0.0,0.622,0.743,Positive
I originally bought this foundation for a night out because I dont wear foundation normally Pretty much every day I just have concealer under my eyes and on some blemishes set with powder and Im ready for the dayNow I did get it maybe a shade or so too dark but I had enough time to order another shade to mix and got my perfect shadeFirst off this foundation is about a medium coverage I dont have problem skin but I have the usual redness and a few acne scars here and there My only problem are severe dark circles that are unfortunately genetic and I dont expect any foundation to begin to cover up hence the concealer that I mentioned earlier This foundation builds up nicely though I really only did a base layer and a thin second layer around my nose and forehead because of acne scarring and redness In no way is this cakey or thick and uncomfortable unless of course you pile a ridiculous amount on your skin which would make any foundation look pretty badThe consistency of this foundation is kind of liquidy but not super runny and hard to work with I apply pretty much all foundation makeup with either a damp beauty sponge or a buffing kabuki brush like the Real Techniques Expert Face or Buffing brushes I tried both and found that they both work equally well but I tend to favor brushes so I applied it with a flat top kabuki making sure to buff and blend but not too much as to blend the foundation right awayNow I found that even though I have combination skin oily in tzone pretty dry around brows and cheeks I only had to touch up once throughout the night Three hours of pretty much continuous dancing and I barely saw any oil forming Now I did set this with a powder beforehand but I could have probably gone without This foundation didnt wear off or separate throughout the whole night and the finish was great Good job MaybellinePROSGreat priceAmazing finishGood lasting powerNice consistency and feel almost like nothing is on your faceFANTASTIC color selection even better instoreCONSI got the wrong color at first but thats really my fault because I didnt see the color in personIf you have very oily skin you may want to see if you will like this but I know some of my friends who use this with oily skin and love it but its personal preference really,0.185,0.064,0.751,0.9958,Positive
Not a bad product It is really watery like It blended in pretty good on my dry skin It lasted for a little while,0.395,0.0,0.605,0.894,Positive
I used to wear foundation in the 90s when the stuff was so thick you needed a paint roller to apply  I guess sometime in the early 2000s I stopped wearing liquid foundation and switched mineral powder though I wasnt completely thrilled with it  I then moved on to tinting my facial moisturizer with my mineral powder  A few years ago I discovered Burts Bees BB Cream which for the most part I was ok with  Then just a few weeks ago I saw FitMe on sale and I thought Why not So as Im applying it  I thought  Ugh I cant believe Im putting this stuff OMG this is soooooooooo easy I love this stuff  So now Im like Why didnt anyone tell me about this  Jealous people dont want anyone else looking good I dont know This is great I can only hope they wont change the formula,0.143,0.078,0.779,0.9039,Positive
I have been looking forever for a truly dewy foundation and I cant believe this is it I have spent up to 50 on others with disappointing results My skin is always dry no matter how much I moisturize and matte foundations only highlight my fine lines This is super light dewy and leaves my skin looking radiant while hiding my fine lines,0.234,0.105,0.661,0.8126,Positive
A little of this product goes a long way,0.0,0.0,1.0,0.0,Neutral
Overall I think the quality of the foundation is very good  smooth and even It does have a brown tone to it that does not with with pink toned skin though so not for me Also the bottle was open in the package and leaked everywhere,0.067,0.048,0.884,0.2247,Positive
I love this foundation in matte but sometimes my skin is too dry for it I bought the same shade 220 in this dewy finish to mix together or use instead on days when my skin is dry It works great but is a little darker than the same shade in matte,0.149,0.0,0.851,0.85,Positive
Ive tried many big name and drug store brand foundations I keep coming back to this one The color in the 2nd picture is 105 fair ivory picture 1 is 115 ivory which is a fair amount darker I like having both on hand and use 115 more in the Summer months when my skin is a little sun kissedI like how easy it spreads with a small amount It has a light to medium buildable coverage I just use 1 light layer and blend with sponge this blend doesnt get stuck in fine lines like some other brands Ive tried The dewy formula is moisturizing for dry skin Amazing quality at  low price,0.21,0.017,0.773,0.9659,Positive
Love it,0.808,0.0,0.192,0.6369,Positive
I am giving this 5 stars even though I returned it  It was not the right color match for my skin  I think it would have been quite nice if it matched my skin better,0.231,0.0,0.769,0.8122,Positive
I have combo skin mostly oily with some dry patches and I live in a humid climate This is my second favorite foundation across all price points The first favorite is the matte and poreless fit me foundation When I try to use up one of my other expensive ones I come back to this Note the matte and poreless line has slightly different colors  118 and 128 are more olive Matte and poreless matches me perfectly but I still  prefer this one when I have dry patches,0.098,0.0,0.902,0.7469,Positive
Adequate coverage but looks best when applied with a damp beauty blender and then set with a light dusting of translucent powder Setting spray is good too,0.437,0.0,0.563,0.9538,Positive
I never thought I could wear an ivory shade but this is the nearest my skin tone  Sheer buildable for areas needing a little more coverage I do add a light dusting of Mineral Veil powder because I like a little less dewy feeling  Love the Fit Me foundation  Wish it had a sunscreen added,0.264,0.018,0.718,0.9468,Positive
Light weight feel with medium coverage It isnt sweat proof and doesnt last all night but I wear to work in an office environment and it gets the job done,0.0,0.0,1.0,0.0,Neutral
It didnt break my face out  A little to orangey for me I am african american its hard to find good over the countervpick foundation but might be good to mix with other foundation Did love it but didnt hate it,0.307,0.024,0.669,0.9468,Positive
I was looking for an alternative less pricey dewey looking but covering foundation This works great I love that it isnt heavy especially for the warmer months It has a nice light coverage and matches my skin well,0.412,0.0,0.588,0.9719,Positive
Im not much of a foundations person but this stuff is great It doesnt go on too thick but it has good coverage Ill definitely be buying it again,0.32,0.091,0.589,0.8847,Positive
Ive used this off and on over the last couple years and now it is making my skin itch I am not sure if it is me or the formula It was shipped and packed well so no complaints there It has a little color and goes on smoothly I did not find it moisturizing it was actually a little dry and cakey on my 60 year old skin It might work for someone younger,0.027,0.102,0.871,-0.6914,Negative
You will love this one,0.512,0.0,0.488,0.6369,Positive
Very sheer and watery,0.0,0.0,1.0,0.0,Neutral
