Review,Positive,Negative,Neutral,Compound,Sentiment
blend,0.0,0.0,1.0,0.0,Neutral
skin,0.0,0.0,1.0,0.0,Neutral
tone,0.0,0.0,1.0,0.0,Neutral
cover,0.0,0.0,1.0,0.0,Neutral
dark,0.0,0.0,1.0,0.0,Neutral
circl,0.0,0.0,1.0,0.0,Neutral
eye,0.0,0.0,1.0,0.0,Neutral
sowel,0.0,0.0,1.0,0.0,Neutral
satisfiedthi,0.0,0.0,1.0,0.0,Neutral
go,0.0,0.0,1.0,0.0,Neutral
everyday,0.0,0.0,1.0,0.0,Neutral
conceal,0.0,0.0,1.0,0.0,Neutral
year,0.0,0.0,1.0,0.0,Neutral
creas,0.0,0.0,1.0,0.0,Neutral
coverswel,0.0,0.0,1.0,0.0,Neutral
look,0.0,0.0,1.0,0.0,Neutral
greati,0.0,0.0,1.0,0.0,Neutral
purchas,0.0,0.0,1.0,0.0,Neutral
product,0.0,0.0,1.0,0.0,Neutral
numer,0.0,0.0,1.0,0.0,Neutral
time,0.0,0.0,1.0,0.0,Neutral
past,0.0,0.0,1.0,0.0,Neutral
go,0.0,0.0,1.0,0.0,Neutral
toconceal,0.0,0.0,1.0,0.0,Neutral
issu,0.0,0.0,1.0,0.0,Neutral
leak,0.0,1.0,0.0,-0.34,Negative
side,0.0,0.0,1.0,0.0,Neutral
put,0.0,0.0,1.0,0.0,Neutral
thecap,0.0,0.0,1.0,0.0,Neutral
sometim,0.0,0.0,1.0,0.0,Neutral
expect,0.0,0.0,1.0,0.0,Neutral
product,0.0,0.0,1.0,0.0,Neutral
work,0.0,0.0,1.0,0.0,Neutral
well,1.0,0.0,0.0,0.2732,Positive
everydayus,0.0,0.0,1.0,0.0,Neutral
good,1.0,0.0,0.0,0.4404,Positive
priceamaz,0.0,0.0,1.0,0.0,Neutral
price,0.0,0.0,1.0,0.0,Neutral
purchas,0.0,0.0,1.0,0.0,Neutral
expens,0.0,0.0,1.0,0.0,Neutral
one,0.0,0.0,1.0,0.0,Neutral
like,1.0,0.0,0.0,0.3612,Positive
aswel,0.0,0.0,1.0,0.0,Neutral
onebest,0.0,0.0,1.0,0.0,Neutral
conceal,0.0,0.0,1.0,0.0,Neutral
smooth,0.0,0.0,1.0,0.0,Neutral
doesnt,0.0,0.0,1.0,0.0,Neutral
creas,0.0,0.0,1.0,0.0,Neutral
blend,0.0,0.0,1.0,0.0,Neutral
easi,0.0,0.0,1.0,0.0,Neutral
varieti,0.0,0.0,1.0,0.0,Neutral
ofshadesgoodlov,0.0,0.0,1.0,0.0,Neutral
alway,0.0,0.0,1.0,0.0,Neutral
qualiti,0.0,0.0,1.0,0.0,Neutral
colourit,0.0,0.0,1.0,0.0,Neutral
get,0.0,0.0,1.0,0.0,Neutral
job,0.0,0.0,1.0,0.0,Neutral
done,0.0,0.0,1.0,0.0,Neutral
best,1.0,0.0,0.0,0.6369,Positive
worst,0.0,1.0,0.0,-0.6249,Negative
typic,0.0,0.0,1.0,0.0,Neutral
use,0.0,0.0,1.0,0.0,Neutral
underey,0.0,0.0,1.0,0.0,Neutral
contour,0.0,0.0,1.0,0.0,Neutral
nose,0.0,0.0,1.0,0.0,Neutral
face,0.0,0.0,1.0,0.0,Neutral
could,0.0,0.0,1.0,0.0,Neutral
probabl,0.0,0.0,1.0,0.0,Neutral
stayingpow,0.0,0.0,1.0,0.0,Neutral
use,0.0,0.0,1.0,0.0,Neutral
set,0.0,0.0,1.0,0.0,Neutral
spray,0.0,0.0,1.0,0.0,Neutral
religi,0.0,0.0,1.0,0.0,Neutral
still,0.0,0.0,1.0,0.0,Neutral
seem,0.0,0.0,1.0,0.0,Neutral
give,0.0,0.0,1.0,0.0,Neutral
thebest,0.0,0.0,1.0,0.0,Neutral
conceal,0.0,0.0,1.0,0.0,Neutral
le,0.0,0.0,1.0,0.0,Neutral
water,0.0,0.0,1.0,0.0,Neutral
product,0.0,0.0,1.0,0.0,Neutral
pleasei,0.0,0.0,1.0,0.0,Neutral
wear,0.0,0.0,1.0,0.0,Neutral
lupu,0.0,0.0,1.0,0.0,Neutral
butterfli,0.0,0.0,1.0,0.0,Neutral
rash,0.0,1.0,0.0,-0.4019,Negative
skeptic,0.0,1.0,0.0,-0.2263,Negative
first,0.0,0.0,1.0,0.0,Neutral
due,0.0,0.0,1.0,0.0,Neutral
cost,0.0,0.0,1.0,0.0,Neutral
butit,0.0,0.0,1.0,0.0,Neutral
work,0.0,0.0,1.0,0.0,Neutral
help,1.0,0.0,0.0,0.4019,Positive
red,0.0,0.0,1.0,0.0,Neutral
warm,1.0,0.0,0.0,0.2263,Positive
area,0.0,0.0,1.0,0.0,Neutral
that,0.0,0.0,1.0,0.0,Neutral
call,0.0,0.0,1.0,0.0,Neutral
butterfli,0.0,0.0,1.0,0.0,Neutral
bridg,0.0,0.0,1.0,0.0,Neutral
ofnos,0.0,0.0,1.0,0.0,Neutral
along,0.0,0.0,1.0,0.0,Neutral
nostril,0.0,0.0,1.0,0.0,Neutral
cheka,0.0,0.0,1.0,0.0,Neutral
look,0.0,0.0,1.0,0.0,Neutral
like,1.0,0.0,0.0,0.3612,Positive
butterfli,0.0,0.0,1.0,0.0,Neutral
beenhard,0.0,0.0,1.0,0.0,Neutral
find,0.0,0.0,1.0,0.0,Neutral
product,0.0,0.0,1.0,0.0,Neutral
cover,0.0,0.0,1.0,0.0,Neutral
mari,0.0,0.0,1.0,0.0,Neutral
kay,0.0,0.0,1.0,0.0,Neutral
discontinuedoverallcov,0.0,0.0,1.0,0.0,Neutral
area,0.0,0.0,1.0,0.0,Neutral
well,1.0,0.0,0.0,0.2732,Positive
dri,0.0,0.0,1.0,0.0,Neutral
time,0.0,0.0,1.0,0.0,Neutral
descent,0.0,0.0,1.0,0.0,Neutral
enough,0.0,0.0,1.0,0.0,Neutral
time,0.0,0.0,1.0,0.0,Neutral
spread,0.0,0.0,1.0,0.0,Neutral
itwithout,0.0,0.0,1.0,0.0,Neutral
dri,0.0,0.0,1.0,0.0,Neutral
fast,0.0,0.0,1.0,0.0,Neutral
went,0.0,0.0,1.0,0.0,Neutral
shade,0.0,0.0,1.0,0.0,Neutral
skin,0.0,0.0,1.0,0.0,Neutral
tone,0.0,0.0,1.0,0.0,Neutral
recommendeda,0.0,0.0,1.0,0.0,Neutral
base,0.0,0.0,1.0,0.0,Neutral
entir,0.0,0.0,1.0,0.0,Neutral
face,0.0,0.0,1.0,0.0,Neutral
great,1.0,0.0,0.0,0.6249,Positive
spot,0.0,0.0,1.0,0.0,Neutral
need,0.0,0.0,1.0,0.0,Neutral
cover,0.0,0.0,1.0,0.0,Neutral
beforefound,0.0,0.0,1.0,0.0,Neutral
applieda,0.0,0.0,1.0,0.0,Neutral
lil,0.0,0.0,1.0,0.0,Neutral
wateri,0.0,0.0,1.0,0.0,Neutral
side,0.0,0.0,1.0,0.0,Neutral
still,0.0,0.0,1.0,0.0,Neutral
good,1.0,0.0,0.0,0.4404,Positive
price,0.0,0.0,1.0,0.0,Neutral
good,1.0,0.0,0.0,0.4404,Positive
producti,0.0,0.0,1.0,0.0,Neutral
use,0.0,0.0,1.0,0.0,Neutral
eye,0.0,0.0,1.0,0.0,Neutral
conceal,0.0,0.0,1.0,0.0,Neutral
pliabl,0.0,0.0,1.0,0.0,Neutral
shade,0.0,0.0,1.0,0.0,Neutral
toolightthi,0.0,0.0,1.0,0.0,Neutral
doesnt,0.0,0.0,1.0,0.0,Neutral
conceal,0.0,0.0,1.0,0.0,Neutral
dark,0.0,0.0,1.0,0.0,Neutral
eye,0.0,0.0,1.0,0.0,Neutral
also,0.0,0.0,1.0,0.0,Neutral
light,0.0,0.0,1.0,0.0,Neutral
mycomplexiontransl,0.0,0.0,1.0,0.0,Neutral
spanish,0.0,0.0,1.0,0.0,Neutral
amazoni,0.0,0.0,1.0,0.0,Neutral
realli,0.0,0.0,1.0,0.0,Neutral
like,1.0,0.0,0.0,0.3612,Positive
conceal,0.0,0.0,1.0,0.0,Neutral
afford,0.0,0.0,1.0,0.0,Neutral
lightweight,0.0,0.0,1.0,0.0,Neutral
cover,0.0,0.0,1.0,0.0,Neutral
darkcircl,0.0,0.0,1.0,0.0,Neutral
wellit,0.0,0.0,1.0,0.0,Neutral
good,1.0,0.0,0.0,0.4404,Positive
match,0.0,0.0,1.0,0.0,Neutral
skin,0.0,0.0,1.0,0.0,Neutral
doesnt,0.0,0.0,1.0,0.0,Neutral
break,0.0,0.0,1.0,0.0,Neutral
sensit,0.0,0.0,1.0,0.0,Neutral
skin,0.0,0.0,1.0,0.0,Neutral
outi,0.0,0.0,1.0,0.0,Neutral
realli,0.0,0.0,1.0,0.0,Neutral
dark,0.0,0.0,1.0,0.0,Neutral
circl,0.0,0.0,1.0,0.0,Neutral
born,0.0,0.0,1.0,0.0,Neutral
keep,0.0,0.0,1.0,0.0,Neutral
gettingwors,0.0,0.0,1.0,0.0,Neutral
age,0.0,0.0,1.0,0.0,Neutral
must,0.0,0.0,1.0,0.0,Neutral
tri,0.0,0.0,1.0,0.0,Neutral
thousand,0.0,0.0,1.0,0.0,Neutral
conceal,0.0,0.0,1.0,0.0,Neutral
yearsprob,0.0,0.0,1.0,0.0,Neutral
mani,0.0,0.0,1.0,0.0,Neutral
dare,0.0,0.0,1.0,0.0,Neutral
think,0.0,0.0,1.0,0.0,Neutral
money,0.0,0.0,1.0,0.0,Neutral
spenti,0.0,0.0,1.0,0.0,Neutral
order,0.0,0.0,1.0,0.0,Neutral
fit,1.0,0.0,0.0,0.3612,Positive
light,0.0,0.0,1.0,0.0,Neutral
see,0.0,0.0,1.0,0.0,Neutral
youtub,0.0,0.0,1.0,0.0,Neutral
video,0.0,0.0,1.0,0.0,Neutral
well,1.0,0.0,0.0,0.2732,Positive
coveredth,0.0,0.0,1.0,0.0,Neutral
woman,0.0,0.0,1.0,0.0,Neutral
dark,0.0,0.0,1.0,0.0,Neutral
circl,0.0,0.0,1.0,0.0,Neutral
demonstr,0.0,0.0,1.0,0.0,Neutral
got,0.0,0.0,1.0,0.0,Neutral
light,0.0,0.0,1.0,0.0,Neutral
although,0.0,0.0,1.0,0.0,Neutral
skini,0.0,0.0,1.0,0.0,Neutral
medium,0.0,0.0,1.0,0.0,Neutral
alway,0.0,0.0,1.0,0.0,Neutral
go,0.0,0.0,1.0,0.0,Neutral
one,0.0,0.0,1.0,0.0,Neutral
shade,0.0,0.0,1.0,0.0,Neutral
lighter,0.0,0.0,1.0,0.0,Neutral
conceal,0.0,0.0,1.0,0.0,Neutral
bigjob,0.0,0.0,1.0,0.0,Neutral
cover,0.0,0.0,1.0,0.0,Neutral
brown,0.0,0.0,1.0,0.0,Neutral
circl,0.0,0.0,1.0,0.0,Neutral
like,1.0,0.0,0.0,0.3612,Positive
mine,0.0,0.0,1.0,0.0,Neutral
conceal,0.0,0.0,1.0,0.0,Neutral
come,0.0,0.0,1.0,0.0,Neutral
aconveni,0.0,0.0,1.0,0.0,Neutral
tube,0.0,0.0,1.0,0.0,Neutral
spong,0.0,0.0,1.0,0.0,Neutral
applic,0.0,0.0,1.0,0.0,Neutral
creami,0.0,0.0,1.0,0.0,Neutral
color,0.0,0.0,1.0,0.0,Neutral
aboutwhat,0.0,0.0,1.0,0.0,Neutral
expectedit,0.0,0.0,1.0,0.0,Neutral
isnt,0.0,0.0,1.0,0.0,Neutral
thick,0.0,0.0,1.0,0.0,Neutral
runni,0.0,0.0,1.0,0.0,Neutral
either,0.0,0.0,1.0,0.0,Neutral
usual,0.0,0.0,1.0,0.0,Neutral
use,0.0,0.0,1.0,0.0,Neutral
peachycolor,0.0,0.0,1.0,0.0,Neutral
primer,0.0,0.0,1.0,0.0,Neutral
appli,0.0,0.0,1.0,0.0,Neutral
conceal,0.0,0.0,1.0,0.0,Neutral
eye,0.0,0.0,1.0,0.0,Neutral
area,0.0,0.0,1.0,0.0,Neutral
look,0.0,0.0,1.0,0.0,Neutral
greatbutwithin,0.0,0.0,1.0,0.0,Neutral
hour,0.0,0.0,1.0,0.0,Neutral
dark,0.0,0.0,1.0,0.0,Neutral
circl,0.0,0.0,1.0,0.0,Neutral
back,0.0,0.0,1.0,0.0,Neutral
complet,0.0,0.0,1.0,0.0,Neutral
werein,0.0,0.0,1.0,0.0,Neutral
need,0.0,0.0,1.0,0.0,Neutral
brighten,1.0,0.0,0.0,0.4404,Positive
conceal,0.0,0.0,1.0,0.0,Neutral
stay,0.0,0.0,1.0,0.0,Neutral
put,0.0,0.0,1.0,0.0,Neutral
even,0.0,0.0,1.0,0.0,Neutral
hour,0.0,0.0,1.0,0.0,Neutral
iwould,0.0,0.0,1.0,0.0,Neutral
happi,0.0,0.0,1.0,0.0,Neutral
lightli,0.0,0.0,1.0,0.0,Neutral
powder,0.0,0.0,1.0,0.0,Neutral
area,0.0,0.0,1.0,0.0,Neutral
need,0.0,0.0,1.0,0.0,Neutral
care,1.0,0.0,0.0,0.4939,Positive
el,0.0,0.0,1.0,0.0,Neutral
myag,0.0,0.0,1.0,0.0,Neutral
almost,0.0,0.0,1.0,0.0,Neutral
eye,0.0,0.0,1.0,0.0,Neutral
look,0.0,0.0,1.0,0.0,Neutral
creas,0.0,0.0,1.0,0.0,Neutral
wors,0.0,0.0,1.0,0.0,Neutral
beforei,0.0,0.0,1.0,0.0,Neutral
likethi,0.0,0.0,1.0,0.0,Neutral
conceal,0.0,0.0,1.0,0.0,Neutral
doesnt,0.0,0.0,1.0,0.0,Neutral
stay,0.0,0.0,1.0,0.0,Neutral
power,0.0,0.0,1.0,0.0,Neutral
need,0.0,0.0,1.0,0.0,Neutral
mani,0.0,0.0,1.0,0.0,Neutral
doso,0.0,0.0,1.0,0.0,Neutral
isnt,0.0,0.0,1.0,0.0,Neutral
one,0.0,0.0,1.0,0.0,Neutral
wear,0.0,0.0,1.0,0.0,Neutral
coupl,0.0,0.0,1.0,0.0,Neutral
like,1.0,0.0,0.0,0.3612,Positive
eventh,0.0,0.0,1.0,0.0,Neutral
high,0.0,0.0,1.0,0.0,Neutral
end,0.0,0.0,1.0,0.0,Neutral
one,0.0,0.0,1.0,0.0,Neutral
wear,0.0,0.0,1.0,0.0,Neutral
hour,0.0,0.0,1.0,0.0,Neutral
hassl,0.0,0.0,1.0,0.0,Neutral
conceal,0.0,0.0,1.0,0.0,Neutral
would,0.0,0.0,1.0,0.0,Neutral
finefor,0.0,0.0,1.0,0.0,Neutral
anyon,0.0,0.0,1.0,0.0,Neutral
want,1.0,0.0,0.0,0.0772,Positive
conceal,0.0,0.0,1.0,0.0,Neutral
mild,0.0,0.0,1.0,0.0,Neutral
circl,0.0,0.0,1.0,0.0,Neutral
mark,0.0,0.0,1.0,0.0,Neutral
blemish,0.0,0.0,1.0,0.0,Neutral
youne,0.0,0.0,1.0,0.0,Neutral
someth,0.0,0.0,1.0,0.0,Neutral
camouflag,0.0,0.0,1.0,0.0,Neutral
dark,0.0,0.0,1.0,0.0,Neutral
circl,0.0,0.0,1.0,0.0,Neutral
tough,0.0,1.0,0.0,-0.128,Negative
spot,0.0,0.0,1.0,0.0,Neutral
need,0.0,0.0,1.0,0.0,Neutral
itto,0.0,0.0,1.0,0.0,Neutral
last,0.0,0.0,1.0,0.0,Neutral
dont,0.0,0.0,1.0,0.0,Neutral
think,0.0,0.0,1.0,0.0,Neutral
complet,0.0,0.0,1.0,0.0,Neutral
satisfi,0.0,0.0,1.0,0.0,Neutral
one,0.0,0.0,1.0,0.0,Neutral
touchup,0.0,0.0,1.0,0.0,Neutral
throughout,0.0,0.0,1.0,0.0,Neutral
day,0.0,0.0,1.0,0.0,Neutral
eye,0.0,0.0,1.0,0.0,Neutral
brighten,1.0,0.0,0.0,0.4404,Positive
would,0.0,0.0,1.0,0.0,Neutral
like,1.0,0.0,0.0,0.3612,Positive
goout,0.0,0.0,1.0,0.0,Neutral
feel,0.0,0.0,1.0,0.0,Neutral
confid,0.0,0.0,1.0,0.0,Neutral
way,0.0,0.0,1.0,0.0,Neutral
look,0.0,0.0,1.0,0.0,Neutral
left,0.0,0.0,1.0,0.0,Neutral
way,0.0,0.0,1.0,0.0,Neutral
looktwo,0.0,0.0,1.0,0.0,Neutral
three,0.0,0.0,1.0,0.0,Neutral
hour,0.0,0.0,1.0,0.0,Neutral
later,0.0,0.0,1.0,0.0,Neutral
go,0.0,0.0,1.0,0.0,Neutral
star,0.0,0.0,1.0,0.0,Neutral
search,0.0,0.0,1.0,0.0,Neutral
continu,0.0,0.0,1.0,0.0,Neutral
probablywil,0.0,0.0,1.0,0.0,Neutral
continu,0.0,0.0,1.0,0.0,Neutral
foreveri,0.0,0.0,1.0,0.0,Neutral
love,1.0,0.0,0.0,0.6369,Positive
conceal,0.0,0.0,1.0,0.0,Neutral
creami,0.0,0.0,1.0,0.0,Neutral
thick,0.0,0.0,1.0,0.0,Neutral
thickenough,0.0,0.0,1.0,0.0,Neutral
great,1.0,0.0,0.0,0.6249,Positive
concealerpurchas,0.0,0.0,1.0,0.0,Neutral
skin,0.0,0.0,1.0,0.0,Neutral
good,1.0,0.0,0.0,0.4404,Positive
use,0.0,0.0,1.0,0.0,Neutral
make,0.0,0.0,1.0,0.0,Neutral
eye,0.0,0.0,1.0,0.0,Neutral
shadowpig,0.0,0.0,1.0,0.0,Neutral
ed,0.0,0.0,1.0,0.0,Neutral
last,0.0,0.0,1.0,0.0,Neutral
longer,0.0,0.0,1.0,0.0,Neutral
day,0.0,0.0,1.0,0.0,Neutral
like,1.0,0.0,0.0,0.3612,Positive
conceal,0.0,0.0,1.0,0.0,Neutral
thethick,0.0,0.0,1.0,0.0,Neutral
sidei,0.0,0.0,1.0,0.0,Neutral
hope,1.0,0.0,0.0,0.4404,Positive
coverag,0.0,0.0,1.0,0.0,Neutral
age,0.0,0.0,1.0,0.0,Neutral
spot,0.0,0.0,1.0,0.0,Neutral
face,0.0,0.0,1.0,0.0,Neutral
lightenthem,0.0,0.0,1.0,0.0,Neutral
still,0.0,0.0,1.0,0.0,Neutral
see,0.0,0.0,1.0,0.0,Neutral
even,0.0,0.0,1.0,0.0,Neutral
layer,0.0,0.0,1.0,0.0,Neutral
ok,1.0,0.0,0.0,0.296,Positive
forlighten,0.0,0.0,1.0,0.0,Neutral
dark,0.0,0.0,1.0,0.0,Neutral
ciclesbut,0.0,0.0,1.0,0.0,Neutral
noth,0.0,0.0,1.0,0.0,Neutral
dramat,0.0,0.0,1.0,0.0,Neutral
thatit,0.0,0.0,1.0,0.0,Neutral
